,Customer ID,Satisfaction Score,Count,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
1555,0506-LVNGN,1,1,Q3,No,0,10,Offer D,Yes,29.24,Yes,Yes,Fiber Optic,85,No,No,No,No,No,,Yes,Yes,Month-to-Month,Yes,,74.15,811.8,0,,292.4,1104.2
1556,9227-LUNBG,3,1,,Yes,1,11,Offer D,Yes,31.08,Yes,Yes,Fiber Optic,26,No,No,Yes,,,Yes,Yes,Yes,Month-to-Month,Yes,,99.5,1056.95,0,0,,1398.83
1557,1568-LJSZU,3,1,Q3,,0,16,Offer D,Yes,6.86,No,Yes,DSL,8,No,Yes,,Yes,No,,No,No,,Yes,Credit Card,,834.15,,40,109.76,983.91
1558,9362-MWODR,1,1,Q3,No,0,1,None,Yes,31.03,Yes,Yes,,27,No,,No,No,No,Yes,,Yes,Month-to-Month,Yes,Credit Card,85.45,85.45,0,0,31.03,116.48
1559,5951-AOFIH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,1764-VUUMT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,2501-XWWTZ,2,1,Q3,,,,,Yes,35.4,No,Yes,Fiber Optic,18,No,,,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,83.2,1060.6,0,0,460.2,1520.8
1562,4747-LCAQL,1,1,Q3,,1,21,Offer D,,1.21,Yes,Yes,Fiber Optic,16,Yes,,Yes,No,Yes,Yes,Yes,,Month-to-Month,Yes,Bank Withdrawal,103.9,2254.2,0,0,,
1563,5229-DTFYB,,1,,Yes,4,6,None,Yes,21.23,Yes,Yes,Fiber Optic,13,No,No,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.5,438,0,0,127.38,565.38
1564,0278-YXOOG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,5644-PDMZC,1,,Q3,,0,12,Offer D,Yes,44.71,Yes,Yes,Cable,25,,No,No,No,Yes,,Yes,,Month-to-Month,Yes,Bank Withdrawal,96.05,1148.1,0,0,536.52,1684.62
1566,8999-EXMNO,1,1,Q3,No,0,4,None,Yes,48.32,Yes,Yes,Fiber Optic,51,,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.95,355.2,0,40,193.28,588.48
1567,7881-EVUAD,2,1,,No,0,3,None,Yes,47.68,,Yes,DSL,82,No,No,No,No,Yes,No,Yes,,Month-to-Month,,Credit Card,53.4,188.7,0,0,143.04,331.74
1568,1676-MQAOA,,1,Q3,Yes,,68,None,,44.24,Yes,Yes,,,No,,No,No,Yes,No,No,Yes,One Year,,,83,5685.8,0,0,,8694.12
1569,1395-OFUWC,1,1,Q3,No,0,1,,Yes,11.86,No,Yes,,13,Yes,,No,No,No,No,No,Yes,,,,50.6,50.6,0,0,11.86,
1570,4877-TSOFF,3,1,Q3,No,0,10,Offer D,,12.78,No,Yes,Fiber Optic,2,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,89.5,863.1,0,0,127.8,990.9
1571,8680-CGLTP,2,1,Q3,No,,1,None,Yes,22.86,No,Yes,Fiber Optic,25,No,,No,No,,,No,No,Month-to-Month,Yes,Bank Withdrawal,69.8,69.8,0,10,22.86,102.66
1572,5570-PTWEH,1,,Q3,Yes,1,,None,Yes,34.62,Yes,Yes,Fiber Optic,23,No,,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.05,2391.8,0,0,830.88,3222.68
1573,3865-QBWSJ,1,1,Q3,Yes,1,,Offer D,Yes,,Yes,Yes,Fiber Optic,20,No,No,No,,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,,,0,0,566.82,2254.77
1574,7963-GQRMY,,1,Q3,,4,,None,Yes,27.24,No,,DSL,21,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,61.45,229.55,0,0,,338.51
1575,7957-RYHQD,1,1,Q3,No,0,1,Offer E,Yes,7.15,No,Yes,Fiber Optic,,,No,No,,Yes,,Yes,,,Yes,Bank Withdrawal,90.55,90.55,0,0,7.15,97.7
1576,0023-HGHWL,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,4146-SVFUD,1,1,Q3,No,0,7,Offer E,Yes,,Yes,Yes,Fiber Optic,26,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,85.2,602.55,0,0,,734.36
1578,3334-CTHOL,,1,Q3,,1,42,,Yes,2.41,Yes,Yes,Fiber Optic,21,No,No,Yes,Yes,Yes,Yes,,Yes,,Yes,Bank Withdrawal,106.15,4512.7,0,0,101.22,
1579,4702-IOQDC,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,5384-ZTTWP,1,1,Q3,Yes,1,8,Offer E,Yes,,No,Yes,DSL,,,No,Yes,No,No,No,,Yes,Month-to-Month,Yes,,51.05,415.05,0,0,30.8,
1581,1167-OYZJF,3,1,Q3,Yes,1,,Offer E,Yes,,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,No,No,No,Month-to-Month,,Bank Withdrawal,85.35,754.65,0,50,127.89,932.54
1582,7878-RTCZG,1,1,Q3,No,0,43,None,Yes,34,,Yes,Fiber Optic,11,Yes,No,No,No,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,3198.6,0,0,1462,4660.6
1583,2439-QKJUL,3,,Q3,,0,1,Offer E,Yes,15.51,No,No,None,0,No,,No,No,,No,No,No,Month-to-Month,No,Credit Card,20.9,20.9,0,0,15.51,36.41
1584,7854-FOKSF,3,1,Q3,No,0,,,Yes,48.84,No,Yes,DSL,41,No,No,No,No,No,No,,,,Yes,Bank Withdrawal,43.3,123.65,0,0,146.52,270.17
1585,2400-XIWIO,2,1,Q3,Yes,1,70,None,Yes,39.63,No,Yes,Fiber Optic,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,109.5,7534.65,0,0,2774.1,
1586,5186-PEIZU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1587,5583-EJXRD,,1,Q3,No,0,16,Offer D,Yes,5.74,No,,None,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,,19.7,342.4,0,,91.84,434.24
1588,8838-GPHZP,2,1,Q3,,,46,None,Yes,43.04,No,Yes,Fiber Optic,71,Yes,Yes,No,Yes,Yes,,,Yes,One Year,Yes,Bank Withdrawal,,4822.85,0,0,1979.84,6802.69
1589,6922-NCEDI,2,1,Q3,No,0,8,None,Yes,35.53,,Yes,Cable,5,No,No,No,No,,No,No,Yes,Month-to-Month,,Credit Card,45.15,438.4,0,0,,722.64
1590,7356-AYNJP,3,1,,No,0,32,None,Yes,25.21,,Yes,Fiber Optic,26,No,No,,Yes,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,3183.4,0,0,806.72,3990.12
1591,6655-LHBYW,3,1,Q3,No,0,26,None,Yes,24.16,Yes,Yes,Fiber Optic,22,No,No,No,Yes,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,80.5,2088.8,0,0,628.16,
1592,4912-PIGUY,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1593,9746-YKGXB,1,1,Q3,No,0,36,None,Yes,26.51,No,,Cable,85,No,Yes,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,65.4,2498.4,0,0,954.36,3452.76
1594,0902-RFHOF,1,1,Q3,No,0,9,None,Yes,35.49,No,Yes,Cable,11,No,No,Yes,Yes,,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,72.9,651.4,0,0,319.41,970.81
1595,6061-PQHMK,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1596,9317-WZPGV,2,1,Q3,No,0,2,,,36.81,No,Yes,Fiber Optic,16,Yes,Yes,No,Yes,No,,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.25,,0,0,73.62,255.27
1597,5760-IFJOZ,2,1,Q3,No,,,None,Yes,36.99,No,Yes,Cable,22,No,No,,No,No,No,No,Yes,Month-to-Month,Yes,,45.65,45.65,0,0,36.99,82.64
1598,2851-STERV,1,1,Q3,No,0,8,None,,13.04,No,,Fiber Optic,85,No,,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,70.1,,0,10,,665.67
1599,8331-ZXFOE,2,1,,No,0,3,None,Yes,1.24,No,Yes,DSL,52,Yes,Yes,No,No,No,No,Yes,Yes,Month-to-Month,,Bank Withdrawal,55.35,165.2,0,0,3.72,168.92
1600,5908-QMGOE,1,1,Q3,No,0,2,None,,19.52,No,,Cable,16,No,No,No,No,No,,,Yes,Month-to-Month,,Credit Card,45.85,81,0,,39.04,120.04
1601,9571-EDEBV,3,1,Q3,No,0,39,Offer C,Yes,36.17,Yes,Yes,Fiber Optic,5,No,No,No,No,No,,No,,Month-to-Month,,,75.25,3017.65,0,0,1410.63,4428.28
1602,4822-LPTYJ,2,1,Q3,No,0,12,Offer D,Yes,30.54,Yes,Yes,Fiber Optic,,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,1164.3,0,0,366.48,1530.78
1603,0531-ZZJWQ,3,1,Q3,No,0,2,None,,0,No,,DSL,52,,,No,No,No,,No,Yes,Month-to-Month,Yes,Credit Card,24.4,36.55,0,0,,36.55
1604,0133-BMFZO,,1,Q3,,0,4,None,Yes,2.01,No,No,None,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.95,85.5,0,0,8.04,93.54
1605,5701-ZIKJE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1606,6215-NQCPY,1,1,Q3,Yes,1,50,None,Yes,35.33,Yes,Yes,Fiber Optic,17,,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,,84.4,4116.15,0,0,1766.5,5882.65
1607,3571-DPYUH,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1608,1355-KUSBG,2,1,Q3,No,0,42,None,Yes,18.79,Yes,Yes,Fiber Optic,16,,Yes,No,No,Yes,Yes,,Yes,Month-to-Month,,Bank Withdrawal,101.75,4273.45,0,0,789.18,
1609,8212-DJRCH,1,1,Q3,No,0,1,Offer E,Yes,22.11,,Yes,DSL,18,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,45.8,45.8,0,10,22.11,77.91
1610,0871-OPBXW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1611,2430-USGXP,1,1,Q3,No,0,1,,Yes,38.66,No,Yes,Fiber Optic,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,,69.1,69.1,0,0,,
1612,0130-SXOUN,2,1,Q3,No,0,13,Offer D,Yes,6.03,Yes,Yes,Fiber Optic,48,No,No,No,No,No,No,,,Month-to-Month,Yes,Mailed Check,,999.45,,,78.39,1077.84
1613,0426-TIRNE,2,1,Q3,Yes,,19,,Yes,43.95,No,Yes,Fiber Optic,20,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,,1888.65,0,0,835.05,2723.7
1614,3318-OSATS,1,,Q3,No,0,,Offer C,,0,No,Yes,,52,No,Yes,Yes,No,Yes,Yes,Yes,,Month-to-Month,Yes,Credit Card,54.15,1240.25,0,0,0,1240.25
1615,5995-OIGLP,1,1,Q3,Yes,1,67,None,Yes,32.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,,,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0,0,2154.05,
1616,4611-ANLQC,,1,Q3,Yes,,6,Offer E,,6.94,No,Yes,DSL,28,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,49.15,270.8,,0,41.64,312.44
1617,8552-OBVRU,,1,Q3,No,0,20,,Yes,22.78,,No,None,,No,No,No,No,,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.4,374.5,0,0,455.6,
1618,9415-TPKRV,1,1,,Yes,1,11,None,Yes,7.89,Yes,Yes,Fiber Optic,10,,Yes,No,,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,102,,0,0,86.79,1232.14
1619,4695-VADHF,2,1,Q3,No,0,2,Offer E,,24.71,No,No,None,0,No,No,No,No,,No,No,No,Month-to-Month,No,Mailed Check,20.65,38.7,0,0,49.42,88.12
1620,4361-JEIVL,3,1,Q3,No,0,1,Offer E,Yes,30.6,No,Yes,Fiber Optic,27,No,No,,No,No,No,,Yes,Month-to-Month,Yes,,70.8,70.8,0,,30.6,101.4
1621,3950-VPYJB,3,1,,No,0,16,None,Yes,11.96,Yes,Yes,Fiber Optic,18,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,89.05,1448.6,0,0,191.36,1639.96
1622,0674-GCDXG,1,,Q3,No,0,3,Offer E,Yes,,Yes,Yes,,13,No,No,No,,,,,,Month-to-Month,Yes,Bank Withdrawal,96.6,291.9,0,0,29.85,321.75
1623,2977-CEBSX,1,1,Q3,Yes,1,57,None,Yes,40.13,Yes,,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,,5921.35,0,0,2287.41,8208.76
1624,1561-BWHIN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1625,2143-LJULT,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1626,4795-KTRTH,3,1,,,0,7,,Yes,12.05,No,Yes,Fiber Optic,69,No,Yes,,No,Yes,Yes,,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,669,0,,84.35,753.35
1627,4134-BSXLX,2,1,Q3,Yes,1,1,Offer E,Yes,21.65,No,Yes,Fiber Optic,13,,No,,No,No,No,No,,Month-to-Month,Yes,Bank Withdrawal,68.95,,0,0,21.65,90.6
1628,1353-LJWEM,1,1,Q3,No,0,4,,Yes,42.44,Yes,Yes,Fiber Optic,29,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,318.9,0,0,,488.66
1629,0268-QKIWO,,1,Q3,No,,1,None,No,0,No,Yes,Cable,2,,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.45,24.45,0,0,0,24.45
1630,2330-PQGDQ,1,,Q3,No,0,7,None,Yes,36.84,Yes,Yes,Fiber Optic,17,No,No,Yes,No,,No,No,No,Month-to-Month,Yes,Credit Card,89.35,631.85,0,60,257.88,949.73
1631,7445-WMRBW,1,1,Q3,Yes,,4,None,Yes,,No,Yes,,13,No,,No,,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.35,307.4,0,0,129.72,437.12
1632,3422-WJOYD,1,1,Q3,No,0,,None,Yes,31.34,No,Yes,Fiber Optic,52,No,No,,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79.05,79.05,0,,31.34,110.39
1633,2194-IIQOF,2,1,Q3,No,0,1,None,No,0,No,Yes,DSL,73,,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Mailed Check,25.2,25.2,,0,0,25.2
1634,4808-YNLEU,2,1,,Yes,1,54,None,Yes,,No,Yes,Fiber Optic,9,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Two Year,No,Bank Withdrawal,109.75,,,0,2272.86,8383.06
1635,2672-HUYVI,3,1,Q3,No,,,None,Yes,15.79,No,No,None,,,,No,,No,No,No,No,,No,Credit Card,19.3,28.3,0,0,,59.88
1636,6972-SNKKW,1,,Q3,No,0,15,None,,9.71,Yes,Yes,DSL,,No,No,No,No,,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,49.1,679.55,0,0,145.65,825.2
1637,3308-MHOOC,1,1,Q3,,0,31,Offer C,Yes,31.14,Yes,,Cable,52,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Credit Card,65.25,1994.3,0,120,,3079.64
1638,1335-HQMKX,3,1,Q3,Yes,,24,Offer C,Yes,,Yes,Yes,Fiber Optic,15,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.65,,0,0,72,2614.45
1639,8608-OZTLB,,1,Q3,No,0,3,None,Yes,35.54,Yes,,Fiber Optic,27,,No,,No,No,,No,Yes,Month-to-Month,Yes,,74.25,210.3,0,0,106.62,316.92
1640,2511-MORQY,2,1,Q3,Yes,1,4,,Yes,28.22,Yes,Yes,Fiber Optic,10,No,Yes,No,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,100.2,420.2,0,0,112.88,533.08
1641,0004-TLHLJ,,1,Q3,Yes,1,,Offer B,Yes,,No,Yes,DSL,7,Yes,No,No,No,Yes,Yes,,Yes,,Yes,,70.1,3913.3,0,0,2089.05,6002.35
1642,5552-ZNFSJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1643,1240-HCBOH,1,1,Q3,No,0,35,Offer C,Yes,8.8,Yes,Yes,Cable,46,,No,Yes,,Yes,Yes,Yes,No,One Year,Yes,Credit Card,85.95,3110.1,0,0,,3418.1
1644,3043-TYBNO,1,1,Q3,No,0,4,Offer E,Yes,,No,Yes,Fiber Optic,30,No,No,Yes,,No,No,No,,,Yes,Bank Withdrawal,73.9,280.85,0,0,,415.45
1645,2120-SMPEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1646,9108-EJFJP,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647,1159-WFSGR,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648,8720-RQSBJ,3,1,Q3,No,0,3,Offer E,Yes,,Yes,Yes,Fiber Optic,6,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.55,298.35,0,0,65.58,363.93
1649,4012-ZTHBR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,8963-JLGJT,1,1,,No,0,11,None,,,No,Yes,Fiber Optic,29,No,,No,,,No,No,Yes,Month-to-Month,No,Bank Withdrawal,74.95,815.5,0,,277.64,1093.14
1651,6142-VSJQO,,1,Q3,No,0,1,Offer E,,4.67,No,Yes,Fiber Optic,11,No,No,,No,No,Yes,Yes,,Month-to-Month,No,Credit Card,80.15,,0,,4.67,84.82
1652,0238-WHBIQ,1,1,Q3,,0,3,Offer E,No,0,No,Yes,DSL,,No,,No,No,Yes,No,No,Yes,Month-to-Month,No,,35.2,108.95,0,0,0,108.95
1653,6598-RFFVI,1,1,Q3,No,0,47,Offer B,Yes,35.97,,Yes,Fiber Optic,25,,Yes,Yes,No,Yes,Yes,,No,Month-to-Month,Yes,Bank Withdrawal,106.4,5127.95,0,0,1690.59,6818.54
1654,7301-ABVAD,1,1,Q3,No,0,18,None,,20.86,No,Yes,DSL,3,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,,,874.8,0,0,,1250.28
1655,3911-RSNHI,,1,Q3,Yes,1,20,None,Yes,49.69,No,Yes,,10,,No,No,,Yes,,Yes,Yes,Month-to-Month,Yes,,90.2,1776.55,0,0,993.8,2770.35
1656,0142-GVYSN,2,1,Q3,No,0,6,Offer E,Yes,,Yes,Yes,Fiber Optic,5,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.55,536.4,0,0,262.8,799.2
1657,6248-TKCQV,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1658,4404-HIBDJ,,1,Q3,Yes,1,48,Offer B,,23.95,Yes,Yes,Fiber Optic,30,No,No,No,No,No,Yes,Yes,Yes,One Year,,,82.05,4029.95,0,,1149.6,5179.55
1659,6861-XWTWQ,1,1,Q3,Yes,1,3,Offer E,Yes,37.61,No,No,None,0,No,,No,No,,No,No,No,,Yes,Credit Card,20.55,51.15,0,0,112.83,163.98
1660,0327-WFZSY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1661,3143-JQEGI,1,1,Q3,,,1,Offer E,Yes,4.02,No,Yes,Cable,11,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,42.9,42.9,0,0,4.02,46.92
1662,9584-EXCDZ,1,1,Q3,No,0,3,Offer E,No,0,No,Yes,,52,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,34.25,139.35,0,0,0,139.35
1663,8597-CWYHH,1,1,Q3,No,0,9,Offer E,No,0,No,Yes,,48,Yes,No,Yes,Yes,Yes,,Yes,Yes,Month-to-Month,,Mailed Check,58.5,,0,0,0,539.85
1664,0701-RFGFI,1,1,,Yes,1,6,Offer E,Yes,,Yes,,Fiber Optic,58,,Yes,Yes,No,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,105.3,545.2,0,0,164.64,709.84
1665,7356-IWLFW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,1254-IZEYF,1,1,Q3,No,0,4,Offer E,No,0,No,Yes,DSL,,No,No,No,No,No,No,No,Yes,Month-to-Month,,Bank Withdrawal,24.45,86.6,0,0,0,86.6
1667,4086-ATNFV,1,1,Q3,No,0,1,Offer E,No,0,No,Yes,DSL,7,No,No,No,No,No,,No,Yes,Month-to-Month,,Bank Withdrawal,24.25,24.25,,0,,24.25
1668,9802-CAQUT,3,1,Q3,No,0,11,None,Yes,15.6,Yes,Yes,Fiber Optic,4,,,No,No,No,No,,,Month-to-Month,Yes,Bank Withdrawal,76.5,837.95,,0,171.6,1009.55
1669,4195-SMMNX,2,1,Q3,No,0,4,Offer E,Yes,7.39,Yes,,Fiber Optic,,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,93.5,362.2,0,0,29.56,
1670,4193-IBKSW,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1671,8384-FZBJK,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,6198-ZFIOJ,1,,Q3,No,0,1,None,Yes,,No,Yes,DSL,5,,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,50.55,50.55,,0,30.96,
1673,4957-TIALW,2,1,Q3,No,0,14,None,Yes,36.97,Yes,Yes,,27,,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,,Bank Withdrawal,100.55,1415.55,0,0,517.58,1933.13
1674,6873-UDNLD,1,1,Q3,No,0,1,None,Yes,34.57,No,No,None,,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,20.5,20.5,0,0,34.57,55.07
1675,1323-OOEPC,1,,Q3,No,,4,None,Yes,7.26,,Yes,Fiber Optic,29,No,No,Yes,No,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,74.8,321.9,0,0,29.04,350.94
1676,4439-YRNVD,3,1,,Yes,1,20,None,No,0,,Yes,DSL,10,No,,No,No,,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,482.8,0,,0,482.8
1677,4993-JCRGJ,1,1,Q3,No,0,14,None,Yes,,No,Yes,Fiber Optic,,No,,,No,No,No,,Yes,Month-to-Month,Yes,Credit Card,71,914,,0,507.5,1421.5
1678,1791-PQHBB,1,,Q3,No,0,3,None,No,,No,Yes,Cable,,No,Yes,No,,Yes,Yes,Yes,Yes,,Yes,Bank Withdrawal,50.6,155.35,0,0,0,155.35
1679,5197-PYEPU,2,1,,Yes,,40,Offer B,Yes,2.03,Yes,,Fiber Optic,19,No,No,,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.85,3303.05,0,0,81.2,3384.25
1680,9134-WYRVP,1,1,Q3,Yes,1,2,None,,27.27,No,Yes,DSL,51,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,65.7,134.35,0,0,54.54,188.89
1681,7250-EQKIY,,1,,,0,1,None,Yes,41.39,No,Yes,Fiber Optic,3,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.5,70.5,0,0,41.39,111.89
1682,7660-HDPJV,3,1,Q3,No,0,10,None,Yes,43.26,Yes,Yes,,21,No,Yes,Yes,,,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.85,953.45,0,,432.6,1386.05
1683,9710-NJERN,1,1,Q3,Yes,1,14,None,Yes,45.6,No,Yes,Cable,19,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45,937.6,,0,638.4,1576
1684,8659-IOOPU,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1685,0420-TXVSG,1,1,Q3,No,0,1,None,Yes,14.19,,Yes,Fiber Optic,,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0,0,14.19,83.79
1686,4692-NNQRU,2,,Q3,Yes,,,Offer B,Yes,39.55,Yes,Yes,Cable,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,84.35,4059.35,0,0,1937.95,5997.3
1687,3870-SPZSI,1,1,Q3,No,0,,None,Yes,29.41,No,Yes,Fiber Optic,,No,No,No,No,Yes,No,,No,Month-to-Month,No,Bank Withdrawal,78.05,78.05,,,,117.46
1688,6223-DHJGV,1,1,Q3,,0,7,None,Yes,38.07,Yes,Yes,Fiber Optic,28,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,73.6,520,0,0,266.49,
1689,4801-JZAZL,2,1,Q3,No,0,9,Offer E,Yes,16.48,Yes,Yes,Fiber Optic,,No,No,No,,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.75,706.6,0,0,148.32,
1690,0409-WTMPL,1,1,Q3,No,,1,Offer E,Yes,,,No,None,0,No,No,No,,No,No,No,No,Month-to-Month,Yes,Credit Card,20.2,,0,0,45.49,65.69
1691,0104-PPXDV,1,1,Q3,No,0,,,No,0,,Yes,DSL,59,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,39.3,2111.45,0,80,0,2191.45
1692,4750-UKWJK,2,1,,No,0,1,Offer E,Yes,10.71,No,No,None,0,No,No,,No,No,No,No,No,Month-to-Month,Yes,Credit Card,20.25,20.25,0,0,10.71,30.96
1693,0730-BGQGF,3,1,Q3,No,0,13,None,,0,No,Yes,DSL,53,No,No,No,No,No,No,No,Yes,Month-to-Month,,,23.9,300.8,0,0,0,
1694,8402-OOOHJ,2,1,Q3,No,0,1,Offer E,Yes,22.97,No,Yes,Fiber Optic,,No,No,Yes,No,Yes,No,No,Yes,,Yes,,,85.45,0,,22.97,108.42
1695,4228-ZGYUW,3,,Q3,,,63,Offer B,,8.38,Yes,Yes,,59,,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,,6137,0,,,6664.94
1696,6749-UTDVX,1,1,Q3,No,0,25,Offer C,,8.31,Yes,,Fiber Optic,22,,No,No,No,No,,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.8,2043.45,0,0,207.75,2251.2
1697,1699-HPSBG,2,,Q3,Yes,1,35,Offer C,Yes,48.47,,Yes,Fiber Optic,12,No,No,No,No,No,No,,Yes,Month-to-Month,Yes,Bank Withdrawal,75.2,2576.2,0,,1696.45,4272.65
1698,9237-HQITU,,1,Q3,Yes,1,71,None,No,0,No,Yes,Cable,25,No,Yes,No,,Yes,Yes,,No,Two Year,No,,49.35,3515.25,0,100,0,3615.25
1699,7777-UNYHB,1,1,Q3,No,0,6,,,6.32,Yes,Yes,Fiber Optic,,No,No,No,No,No,No,,Yes,Month-to-Month,Yes,,74.9,469.8,0,0,37.92,507.72
