,Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Extra Data Charges,Total Revenue
339,7427-AUFPY,1.0,34.0,0.0,0.0,,0.0,0.0,38.468893,-122.580539,3.0,3.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,349.09000000000003
340,1236-WFCDV,0.0,25.0,1.0,,1.0,0.0,0.0,34.269449,-118.768471,,3.0,1.0,10.0,25.0,0.0,1.0,0.0,1.0,1.0,73.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1868.12
341,3396-DKDEL,1.0,40.0,0.0,0.0,0.0,0.0,0.0,38.602723,-121.279913,,,,,,,,,,,,,,,,,,,,,,,,
342,4558-FANTW,0.0,64.0,0.0,0.0,0.0,,0.0,34.238802,-118.482296,3.0,3.0,0.0,0.0,33.0,3.0,1.0,0.0,1.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4080.42
343,6736-DHUQI,0.0,36.0,,0.0,0.0,0.0,0.0,34.007353,-118.033683,3.0,3.0,0.0,0.0,43.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5095.75
344,5834-ASPWA,1.0,76.0,0.0,,1.0,0.0,0.0,40.648024,-123.465088,,3.0,1.0,2.0,63.0,2.0,0.0,0.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2298.9
345,8019-ENHXU,0.0,21.0,1.0,0.0,0.0,0.0,0.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,
346,3352-RICWQ,1.0,32.0,,0.0,1.0,,0.0,40.913192,-123.06597,3.0,3.0,1.0,4.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3413.15
347,7938-OUHIO,1.0,52.0,0.0,,0.0,0.0,0.0,32.85723,-117.209774,1.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,33.77
348,5056-FIMPT,0.0,49.0,0.0,0.0,0.0,0.0,0.0,37.716186,-121.025836,,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,22.25
349,5442-BXVND,1.0,32.0,0.0,0.0,1.0,0.0,0.0,33.976328,-117.319786,3.0,3.0,1.0,7.0,28.0,3.0,1.0,1.0,1.0,3.0,24.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2593.73
350,8292-TYSPY,1.0,34.0,0.0,0.0,0.0,,0.0,34.274846,-116.937581,5.0,,,,,,,,,,,,,,,,,,,,,,,
351,2988-PLAHS,0.0,64.0,0.0,0.0,1.0,0.0,0.0,,,5.0,3.0,1.0,3.0,72.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3588.29
352,4439-JMPMT,0.0,,,0.0,1.0,0.0,0.0,33.17494,-117.242761,4.0,3.0,1.0,9.0,70.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2935.41
353,2017-CCBLH,0.0,77.0,0.0,1.0,1.0,0.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
354,4989-LIXVT,1.0,27.0,1.0,0.0,1.0,1.0,1.0,38.9386,-119.7549407277953,3.0,3.0,1.0,7.0,47.0,2.0,0.0,0.0,1.0,2.0,47.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1794.8
355,4079-ULGFR,1.0,63.0,0.0,0.0,1.0,1.0,2.0,37.830267,-121.201018,4.0,3.0,1.0,10.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2309.16
356,2379-GYFLQ,1.0,50.0,0.0,0.0,1.0,1.0,,,,5.0,3.0,1.0,4.0,54.0,0.0,1.0,1.0,1.0,2.0,57.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6006.34
357,7982-VCELR,1.0,41.0,0.0,0.0,1.0,0.0,0.0,34.432843,-118.730106,3.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,110.94
358,0015-UOCOJ,0.0,29.0,1.0,0.0,1.0,0.0,0.0,34.029043,-119.7549407277953,5.0,3.0,1.0,6.0,59.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3121.37
359,3970-XGJDU,1.0,34.0,0.0,0.0,1.0,0.0,0.0,40.726949,-124.217378,3.0,3.0,1.0,9.0,59.0,2.0,1.0,1.0,1.0,2.0,19.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,7445.07
360,9931-DCEZH,0.0,21.0,1.0,0.0,0.0,0.0,0.0,34.137411,-118.328915,4.0,3.0,0.0,0.0,5.0,5.0,1.0,1.0,1.0,2.0,42.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,566.45
361,4544-RXFMG,1.0,,0.0,0.0,1.0,0.0,0.0,33.917145,-118.401554,4.0,3.0,1.0,4.0,30.0,0.0,1.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1708.75
362,2144-ESWKO,1.0,64.0,0.0,0.0,1.0,1.0,,37.509366,-122.306132,3.0,3.0,1.0,7.0,31.0,3.0,0.0,0.0,1.0,3.0,25.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1848.8
363,7898-PDWQE,1.0,,0.0,0.0,1.0,0.0,0.0,40.559177,-120.612113,1.0,3.0,1.0,1.0,32.0,0.0,0.0,0.0,1.0,1.0,42.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0,3028.3
364,3255-GRXMG,1.0,31.0,0.0,0.0,0.0,0.0,0.0,,,5.0,3.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1464.4
365,3413-BMNZE,,58.0,0.0,,0.0,0.0,0.0,41.162295,-124.027381,1.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,178.08999999999995
366,0270-THENM,,,,,,,,37.526791,-119.99437,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,20.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,95.93
367,9330-DHBFL,,44.0,0.0,0.0,0.0,0.0,,37.760412,-119.7549407277953,,3.0,0.0,0.0,53.0,0.0,1.0,1.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7364.9
368,9169-BSVIN,0.0,,1.0,0.0,0.0,,0.0,38.067204,-122.524004,3.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,73.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,263.95
369,9823-EALYC,1.0,75.0,0.0,1.0,1.0,0.0,0.0,39.12334,-122.838198,3.0,3.0,1.0,1.0,7.0,5.0,1.0,0.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,772.11
370,3704-IEAXF,0.0,26.0,1.0,0.0,1.0,1.0,3.0,34.296574,-118.244839,,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,220.38
371,2672-DZUOY,,,,,,,,37.361987,-120.748394,3.0,3.0,0.0,0.0,12.0,4.0,1.0,0.0,1.0,2.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90.0,907.33
372,3212-KXOCR,1.0,,0.0,0.0,1.0,1.0,3.0,36.414216,-121.360597,4.0,3.0,1.0,10.0,34.0,3.0,1.0,1.0,1.0,2.0,57.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3778.7
373,0637-UBJRP,1.0,29.0,1.0,0.0,0.0,0.0,,34.224377,-118.632656,4.0,,,,,,,,,,,,,,,,,,,,,,,
374,3841-CONLJ,1.0,69.0,0.0,,0.0,0.0,0.0,39.099204,-121.137962,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86.04
375,9732-KPKBW,1.0,69.0,0.0,1.0,1.0,0.0,0.0,38.421458,-122.365048,5.0,3.0,1.0,2.0,23.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3044.441077322455
376,5150-ITWWB,1.0,21.0,1.0,0.0,0.0,0.0,0.0,34.044639,-118.240413,3.0,3.0,1.0,0.0,16.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,848.72
377,0772-GYEQQ,1.0,45.0,0.0,0.0,1.0,,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
378,5399-ZIMKF,,51.0,0.0,0.0,1.0,0.0,0.0,38.590035,-121.412455,1.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,70.0,4525.9400000000005
379,5766-XQXMQ,1.0,54.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-124.240051,,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.52
380,9828-AOQLM,1.0,55.0,0.0,0.0,0.0,0.0,0.0,37.750021,-122.415201,3.0,3.0,0.0,0.0,72.0,0.0,1.0,1.0,1.0,3.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,9902.27
381,7096-ZNBZI,1.0,68.0,0.0,1.0,0.0,0.0,,38.244806,-120.417301,3.0,,,,,,,,,,,,,,,,,,,,,,,
382,5274-XHAKY,0.0,32.0,0.0,0.0,1.0,1.0,2.0,36.19204239161876,-119.7549407277953,3.0,,,,,,,,,,,,,,,,,,,,,,,
383,7622-FWGEW,1.0,64.0,0.0,,1.0,0.0,,38.377165,-123.037957,4.0,3.0,1.0,6.0,52.0,2.0,1.0,1.0,1.0,3.0,24.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6504.13
384,3179-GBRWV,,,,,,,,37.556094,-122.272437,3.0,3.0,1.0,1.0,57.0,0.0,1.0,1.0,1.0,2.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7456.79
385,5569-IDSEY,,,,,,,,38.731055,-123.316553,4.0,,,,,,,,,,,,,,,,,,,,,,,
386,8262-COGGB,0.0,26.0,1.0,0.0,0.0,1.0,2.0,39.933852,-121.584371,5.0,3.0,0.0,0.0,46.0,0.0,1.0,0.0,1.0,2.0,85.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5196.71
387,1845-ZLLIG,1.0,,0.0,0.0,1.0,1.0,3.0,32.622999,-119.7549407277953,3.0,3.0,1.0,10.0,70.0,4.0,1.0,1.0,1.0,2.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,10576.5
388,0130-SXOUN,0.0,25.0,1.0,0.0,0.0,0.0,0.0,32.555828,-117.040073,2.0,3.0,0.0,0.0,13.0,4.0,1.0,1.0,1.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,,1077.84
389,2925-MXLSX,1.0,79.0,0.0,1.0,1.0,0.0,0.0,34.144703,-117.770299,,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7014.97
390,5018-LXQQG,0.0,65.0,0.0,1.0,0.0,0.0,0.0,36.5276,-119.865999,3.0,3.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,891.3199999999999
391,8745-PVESG,1.0,58.0,0.0,0.0,0.0,0.0,,33.794209,-118.317354,3.0,3.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3044.441077322455
392,6510-UPNKS,1.0,,0.0,0.0,0.0,0.0,0.0,32.852947,-114.850784,3.0,,,,,,,,,,,,,,,,,,,,,,,
393,3486-HOOGQ,1.0,22.0,1.0,,0.0,0.0,0.0,36.19204239161876,-118.584212,1.0,,,,,,,,,,,,,,,,,,,,,,,
394,7206-PQBBZ,1.0,52.0,0.0,0.0,1.0,1.0,,32.79697,-116.969082,4.0,3.0,1.0,6.0,46.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4328.8
395,1481-ZUWZA,,53.0,0.0,0.0,,0.0,0.0,34.167465,-118.165327,2.0,,,,,,,,,,,,,,,,,,,,,,,
396,8224-DWCKX,0.0,26.0,1.0,0.0,1.0,0.0,0.0,38.851842,-120.076204,3.0,3.0,1.0,4.0,72.0,1.0,1.0,1.0,1.0,2.0,76.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,10063.79
397,2773-MADBQ,,,,,,,,36.19204239161876,-119.7549407277953,3.0,3.0,1.0,0.0,71.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6364.27
398,4704-ERYFC,0.0,61.0,0.0,0.0,1.0,1.0,2.0,33.881158,-117.854783,3.0,3.0,1.0,1.0,72.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,10621.17
399,7408-OFWXJ,,,,,,,,33.807882,-119.7549407277953,3.0,3.0,1.0,1.0,30.0,3.0,1.0,0.0,1.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2417.9
400,1766-GKNMI,1.0,39.0,0.0,0.0,,0.0,0.0,38.471049,-123.015549,,3.0,0.0,0.0,71.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6437.11
401,6778-EICRF,0.0,19.0,,,,,0.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,
402,2565-JSLRY,,,,,,,,38.545775,-120.743325,3.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,825.6500000000001
403,3672-YITQD,,,,,,,,37.878554,-122.26609,5.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,3.0,59.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,140.0,2462.95
404,1589-AGTLK,,72.0,0.0,1.0,0.0,,0.0,,,3.0,3.0,0.0,0.0,66.0,0.0,1.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,8373.29
405,9845-QOMAD,0.0,51.0,0.0,,1.0,,1.0,34.907911,-119.7549407277953,3.0,,,,,,,,,,,,,,,,,,,,,,,
406,1035-IPQPU,0.0,57.0,0.0,0.0,1.0,1.0,1.0,34.083086,-117.737997,4.0,3.0,1.0,1.0,32.0,0.0,0.0,1.0,1.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1051.05
407,2190-BCXEC,,,,,,,,38.801936,-122.938935,1.0,,,,,,,,,,,,,,,,,,,,,,,
408,7471-WNSUF,0.0,69.0,,1.0,0.0,0.0,0.0,37.974498,-121.319568,5.0,,,,,,,,,,,,,,,,,,,,,,,
409,4860-YZGZM,,46.0,0.0,0.0,1.0,0.0,0.0,34.182378,-118.262922,3.0,,,,,,,,,,,,,,,,,,,,,,,
410,3750-YHRYO,1.0,55.0,0.0,0.0,1.0,0.0,0.0,38.227285,-119.7549407277953,4.0,3.0,1.0,4.0,70.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,110.0,3044.441077322455
411,2649-HWLYB,0.0,52.0,0.0,0.0,1.0,,3.0,33.764018,-117.931507,5.0,3.0,1.0,1.0,38.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2422.86
412,6741-EGCBI,0.0,72.0,0.0,1.0,1.0,0.0,0.0,36.19204239161876,-118.999073,5.0,3.0,1.0,8.0,58.0,2.0,1.0,0.0,1.0,2.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8495.52
413,1258-YMZNM,,,,,,,,39.748037,-122.302169,,3.0,1.0,7.0,56.0,0.0,1.0,1.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8141.35
414,1862-QRWPE,1.0,47.0,,0.0,1.0,0.0,0.0,33.917145,-118.401554,3.0,3.0,0.0,9.0,69.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3044.441077322455
415,0201-MIBOL,,,,,,,,33.581045,-119.7549407277953,1.0,3.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3044.441077322455
416,7492-TAFJD,,34.0,0.0,0.0,1.0,0.0,0.0,38.684437,-121.055634,4.0,,,,,,,,,,,,,,,,,,,,,,,
417,2346-DJQTB,1.0,77.0,0.0,1.0,1.0,1.0,1.0,33.540604,-117.10909,4.0,3.0,1.0,1.0,72.0,1.0,1.0,1.0,1.0,2.0,17.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,110.0,10725.31
418,8859-YSTWS,0.0,49.0,0.0,0.0,0.0,0.0,,36.19204239161876,-119.7549407277953,2.0,3.0,0.0,0.0,32.0,5.0,1.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,560.69
419,7452-FOLON,1.0,29.0,1.0,0.0,,0.0,0.0,36.29878,-119.201028,3.0,3.0,0.0,1.0,29.0,5.0,1.0,1.0,1.0,2.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3020.12
420,6814-ZPWFQ,0.0,38.0,0.0,,1.0,0.0,0.0,34.209532,-119.7549407277953,4.0,3.0,1.0,9.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1739.0300000000002
421,6567-HOOPW,1.0,56.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-121.437507,3.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1419.18
422,6408-WHTEF,0.0,23.0,1.0,,0.0,0.0,0.0,36.19204239161876,-123.546958,4.0,,,,,,,,,,,,,,,,,,,,,,,
423,5980-BDHPY,1.0,68.0,0.0,1.0,1.0,0.0,,37.571748,-121.659562,4.0,3.0,1.0,4.0,62.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5913.42
424,0177-PXBAT,0.0,27.0,1.0,0.0,1.0,1.0,3.0,34.072121,-117.698319,4.0,3.0,1.0,9.0,28.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,987.6
425,4223-BKEOR,0.0,42.0,0.0,0.0,0.0,0.0,0.0,34.214054,-118.88109,3.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.32
426,9680-NIAUV,1.0,19.0,,0.0,,1.0,2.0,37.246064,-121.749494,4.0,,,,,,,,,,,,,,,,,,,,,,,
427,7544-ZVIKX,,,,,,,,37.971421,-121.971504,3.0,3.0,0.0,0.0,71.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2108.0
428,0052-YNYOT,0.0,48.0,0.0,0.0,0.0,0.0,0.0,32.787836,-117.232376,2.0,3.0,0.0,0.0,32.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,3024.03
429,1627-AFWVJ,,42.0,0.0,0.0,0.0,0.0,,36.554618,-121.922239,5.0,3.0,0.0,0.0,64.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,60.0,7492.77
430,9701-CDXHR,,,,,,,,33.830453,-118.384565,3.0,3.0,1.0,5.0,30.0,3.0,1.0,0.0,1.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2875.9
431,9221-OTIVJ,1.0,62.0,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,1.0,0.0,69.0,0.0,0.0,0.0,1.0,3.0,18.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4135.49
432,6331-EWIEB,0.0,33.0,0.0,0.0,,0.0,0.0,34.457829,-116.139589,3.0,3.0,1.0,1.0,56.0,2.0,1.0,1.0,1.0,2.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,7370.6
433,7901-TBKJX,1.0,20.0,1.0,0.0,0.0,1.0,2.0,,,3.0,3.0,0.0,0.0,54.0,2.0,1.0,0.0,1.0,3.0,59.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3044.441077322455
434,6120-RJKLU,0.0,,0.0,0.0,0.0,1.0,1.0,,,4.0,3.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1537.6999999999998
435,0080-EMYVY,0.0,43.0,0.0,0.0,1.0,1.0,2.0,35.140938,-119.051348,4.0,3.0,0.0,0.0,37.0,0.0,1.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3373.35
436,7089-RKVSZ,1.0,74.0,0.0,1.0,0.0,0.0,0.0,33.766004,-117.786763,3.0,3.0,0.0,0.0,47.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3448.66
437,3115-CZMZD,1.0,77.0,0.0,1.0,,,,38.489789,-119.7549407277953,,3.0,1.0,2.0,62.0,0.0,1.0,1.0,1.0,2.0,16.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6824.17
438,9375-MHRRS,,,,,,,,35.349241,-116.770281,4.0,3.0,1.0,1.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1174.01
439,0867-MKZVY,1.0,60.0,0.0,0.0,0.0,0.0,0.0,,,3.0,3.0,0.0,0.0,31.0,3.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1773.0800000000002
440,5022-KVDQT,,41.0,0.0,0.0,0.0,0.0,0.0,37.770533,-122.445121,,3.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,3044.441077322455
441,5787-KXGIY,0.0,19.0,1.0,0.0,1.0,1.0,2.0,,,5.0,3.0,0.0,0.0,69.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3083.62
442,8329-UTMVM,0.0,76.0,0.0,1.0,0.0,0.0,0.0,33.868316,-117.929029,3.0,,,,,,,,,,,,,,,,,,,,,,,
443,6670-MFRPK,0.0,,1.0,0.0,0.0,0.0,,,,,3.0,0.0,0.0,72.0,0.0,1.0,1.0,1.0,2.0,82.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,8530.2
444,7808-DVWEP,0.0,56.0,0.0,0.0,0.0,1.0,2.0,38.049292,-122.228415,3.0,3.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,1281.3
445,9168-INPSZ,0.0,36.0,0.0,0.0,1.0,0.0,0.0,41.528541,-122.955018,4.0,3.0,0.0,7.0,32.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6161.78
