,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Extra Data Charges,Total Revenue
374,1.0,69.0,0.0,0.0,0.0,0.0,0.0,39.099204,-121.137962,1.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,86.04
375,1.0,69.0,0.0,1.0,1.0,0.0,0.0,38.421458,-122.365048,5.0,3.0,1.0,2.0,23.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3044.441077322455
376,1.0,21.0,1.0,0.0,0.0,0.0,0.0,34.044639,-118.240413,3.0,3.0,1.0,0.0,16.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,848.72
377,1.0,45.0,0.0,0.0,1.0,0.0,2.0,34.044639,-118.240413,5.0,3.0,1.0,0.0,16.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,848.72
378,1.0,51.0,0.0,0.0,1.0,0.0,0.0,38.590035,-121.412455,1.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,70.0,4525.9400000000005
379,1.0,54.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-124.240051,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,27.52
380,1.0,55.0,0.0,0.0,0.0,0.0,0.0,37.750021,-122.415201,3.0,3.0,0.0,0.0,72.0,0.0,1.0,1.0,1.0,3.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,9902.27
381,1.0,68.0,0.0,1.0,0.0,0.0,0.0,38.244806,-120.417301,3.0,3.0,0.0,0.0,72.0,0.0,1.0,1.0,1.0,3.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,9902.27
382,0.0,32.0,0.0,0.0,1.0,1.0,2.0,36.19204239161876,-119.7549407277953,3.0,3.0,0.0,0.0,72.0,0.0,1.0,1.0,1.0,3.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,9902.27
383,1.0,64.0,0.0,0.0,1.0,0.0,2.0,38.377165,-123.037957,4.0,3.0,1.0,6.0,52.0,2.0,1.0,1.0,1.0,3.0,24.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,6504.13
384,1.0,64.0,0.0,0.0,1.0,0.0,2.0,37.556094,-122.272437,3.0,3.0,1.0,1.0,57.0,0.0,1.0,1.0,1.0,2.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7456.79
385,1.0,64.0,0.0,0.0,1.0,0.0,2.0,38.731055,-123.316553,4.0,3.0,1.0,1.0,57.0,0.0,1.0,1.0,1.0,2.0,28.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,7456.79
386,0.0,26.0,1.0,0.0,0.0,1.0,2.0,39.933852,-121.584371,5.0,3.0,0.0,0.0,46.0,0.0,1.0,0.0,1.0,2.0,85.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5196.71
387,1.0,26.0,0.0,0.0,1.0,1.0,3.0,32.622999,-119.7549407277953,3.0,3.0,1.0,10.0,70.0,4.0,1.0,1.0,1.0,2.0,75.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,10576.5
388,0.0,25.0,1.0,0.0,0.0,0.0,0.0,32.555828,-117.040073,2.0,3.0,0.0,0.0,13.0,4.0,1.0,1.0,1.0,2.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1077.84
389,1.0,79.0,0.0,1.0,1.0,0.0,0.0,34.144703,-117.770299,2.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,2.0,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,7014.97
390,0.0,65.0,0.0,1.0,0.0,0.0,0.0,36.5276,-119.865999,3.0,3.0,0.0,0.0,38.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,891.3199999999999
391,1.0,58.0,0.0,0.0,0.0,0.0,0.0,33.794209,-118.317354,3.0,3.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3044.441077322455
392,1.0,58.0,0.0,0.0,0.0,0.0,0.0,32.852947,-114.850784,3.0,3.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3044.441077322455
393,1.0,22.0,1.0,0.0,0.0,0.0,0.0,36.19204239161876,-118.584212,1.0,3.0,0.0,0.0,57.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3044.441077322455
394,1.0,52.0,0.0,0.0,1.0,1.0,0.0,32.79697,-116.969082,4.0,3.0,1.0,6.0,46.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4328.8
395,1.0,53.0,0.0,0.0,1.0,0.0,0.0,34.167465,-118.165327,2.0,3.0,1.0,6.0,46.0,0.0,1.0,0.0,1.0,1.0,15.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4328.8
396,0.0,26.0,1.0,0.0,1.0,0.0,0.0,38.851842,-120.076204,3.0,3.0,1.0,4.0,72.0,1.0,1.0,1.0,1.0,2.0,76.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,10063.79
397,0.0,26.0,1.0,0.0,1.0,0.0,0.0,36.19204239161876,-119.7549407277953,3.0,3.0,1.0,0.0,71.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,6364.27
398,0.0,61.0,0.0,0.0,1.0,1.0,2.0,33.881158,-117.854783,3.0,3.0,1.0,1.0,72.0,1.0,1.0,1.0,1.0,2.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,10621.17
399,0.0,61.0,0.0,0.0,1.0,1.0,2.0,33.807882,-119.7549407277953,3.0,3.0,1.0,1.0,30.0,3.0,1.0,0.0,1.0,1.0,17.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2417.9
400,1.0,39.0,0.0,0.0,1.0,0.0,0.0,38.471049,-123.015549,3.0,3.0,0.0,0.0,71.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6437.11
401,0.0,19.0,0.0,0.0,1.0,0.0,0.0,38.471049,-123.015549,3.0,3.0,0.0,0.0,71.0,1.0,1.0,0.0,1.0,3.0,6.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,6437.11
402,0.0,19.0,0.0,0.0,1.0,0.0,0.0,38.545775,-120.743325,3.0,3.0,0.0,0.0,9.0,0.0,1.0,0.0,1.0,2.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,825.6500000000001
403,0.0,19.0,0.0,0.0,1.0,0.0,0.0,37.878554,-122.26609,5.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,3.0,59.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,140.0,2462.95
404,0.0,72.0,0.0,1.0,0.0,0.0,0.0,37.878554,-122.26609,3.0,3.0,0.0,0.0,66.0,0.0,1.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,8373.29
405,0.0,51.0,0.0,1.0,1.0,0.0,1.0,34.907911,-119.7549407277953,3.0,3.0,0.0,0.0,66.0,0.0,1.0,1.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,140.0,8373.29
406,0.0,57.0,0.0,0.0,1.0,1.0,1.0,34.083086,-117.737997,4.0,3.0,1.0,1.0,32.0,0.0,0.0,1.0,1.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1051.05
407,0.0,57.0,0.0,0.0,1.0,1.0,1.0,38.801936,-122.938935,1.0,3.0,1.0,1.0,32.0,0.0,0.0,1.0,1.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1051.05
408,0.0,69.0,0.0,1.0,0.0,0.0,0.0,37.974498,-121.319568,5.0,3.0,1.0,1.0,32.0,0.0,0.0,1.0,1.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1051.05
409,0.0,46.0,0.0,0.0,1.0,0.0,0.0,34.182378,-118.262922,3.0,3.0,1.0,1.0,32.0,0.0,0.0,1.0,1.0,3.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1051.05
410,1.0,55.0,0.0,0.0,1.0,0.0,0.0,38.227285,-119.7549407277953,4.0,3.0,1.0,4.0,70.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,110.0,3044.441077322455
411,0.0,52.0,0.0,0.0,1.0,0.0,3.0,33.764018,-117.931507,5.0,3.0,1.0,1.0,38.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2422.86
412,0.0,72.0,0.0,1.0,1.0,0.0,0.0,36.19204239161876,-118.999073,5.0,3.0,1.0,8.0,58.0,2.0,1.0,0.0,1.0,2.0,28.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8495.52
413,0.0,72.0,0.0,1.0,1.0,0.0,0.0,39.748037,-122.302169,5.0,3.0,1.0,7.0,56.0,0.0,1.0,1.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8141.35
414,1.0,47.0,0.0,0.0,1.0,0.0,0.0,33.917145,-118.401554,3.0,3.0,0.0,9.0,69.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3044.441077322455
415,1.0,47.0,0.0,0.0,1.0,0.0,0.0,33.581045,-119.7549407277953,1.0,3.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3044.441077322455
416,1.0,34.0,0.0,0.0,1.0,0.0,0.0,38.684437,-121.055634,4.0,3.0,0.0,0.0,40.0,0.0,1.0,1.0,1.0,2.0,8.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3044.441077322455
417,1.0,77.0,0.0,1.0,1.0,1.0,1.0,33.540604,-117.10909,4.0,3.0,1.0,1.0,72.0,1.0,1.0,1.0,1.0,2.0,17.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,110.0,10725.31
418,0.0,49.0,0.0,0.0,0.0,0.0,1.0,36.19204239161876,-119.7549407277953,2.0,3.0,0.0,0.0,32.0,5.0,1.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,560.69
419,1.0,29.0,1.0,0.0,0.0,0.0,0.0,36.29878,-119.201028,3.0,3.0,0.0,1.0,29.0,5.0,1.0,1.0,1.0,2.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3020.12
420,0.0,38.0,0.0,0.0,1.0,0.0,0.0,34.209532,-119.7549407277953,4.0,3.0,1.0,9.0,69.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1739.0300000000002
421,1.0,56.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-121.437507,3.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1419.18
422,0.0,23.0,1.0,0.0,0.0,0.0,0.0,36.19204239161876,-123.546958,4.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1419.18
423,1.0,68.0,0.0,1.0,1.0,0.0,0.0,37.571748,-121.659562,4.0,3.0,1.0,4.0,62.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5913.42
424,0.0,27.0,1.0,0.0,1.0,1.0,3.0,34.072121,-117.698319,4.0,3.0,1.0,9.0,28.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,987.6
425,0.0,42.0,0.0,0.0,0.0,0.0,0.0,34.214054,-118.88109,3.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.32
426,1.0,19.0,0.0,0.0,0.0,1.0,2.0,37.246064,-121.749494,4.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,43.32
427,1.0,19.0,0.0,0.0,0.0,1.0,2.0,37.971421,-121.971504,3.0,3.0,0.0,0.0,71.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2108.0
428,0.0,48.0,0.0,0.0,0.0,0.0,0.0,32.787836,-117.232376,2.0,3.0,0.0,0.0,32.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3024.03
429,0.0,42.0,0.0,0.0,0.0,0.0,0.0,36.554618,-121.922239,5.0,3.0,0.0,0.0,64.0,0.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,60.0,7492.77
430,0.0,42.0,0.0,0.0,0.0,0.0,0.0,33.830453,-118.384565,3.0,3.0,1.0,5.0,30.0,3.0,1.0,0.0,1.0,2.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2875.9
431,1.0,62.0,0.0,0.0,0.0,0.0,0.0,33.830453,-118.384565,3.0,3.0,1.0,0.0,69.0,0.0,0.0,0.0,1.0,3.0,18.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4135.49
432,0.0,33.0,0.0,0.0,0.0,0.0,0.0,34.457829,-116.139589,3.0,3.0,1.0,1.0,56.0,2.0,1.0,1.0,1.0,2.0,11.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,7370.6
433,1.0,20.0,1.0,0.0,0.0,1.0,2.0,34.457829,-116.139589,3.0,3.0,0.0,0.0,54.0,2.0,1.0,0.0,1.0,3.0,59.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3044.441077322455
434,0.0,20.0,0.0,0.0,0.0,1.0,1.0,34.457829,-116.139589,4.0,3.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1537.6999999999998
435,0.0,43.0,0.0,0.0,1.0,1.0,2.0,35.140938,-119.051348,4.0,3.0,0.0,0.0,37.0,0.0,1.0,0.0,1.0,2.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3373.35
436,1.0,74.0,0.0,1.0,0.0,0.0,0.0,33.766004,-117.786763,3.0,3.0,0.0,0.0,47.0,0.0,1.0,1.0,1.0,1.0,10.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3448.66
437,1.0,77.0,0.0,1.0,0.0,0.0,0.0,38.489789,-119.7549407277953,3.0,3.0,1.0,2.0,62.0,0.0,1.0,1.0,1.0,2.0,16.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6824.17
438,1.0,77.0,0.0,1.0,0.0,0.0,0.0,35.349241,-116.770281,4.0,3.0,1.0,1.0,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1174.01
439,1.0,60.0,0.0,0.0,0.0,0.0,0.0,35.349241,-116.770281,3.0,3.0,0.0,0.0,31.0,3.0,1.0,0.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1773.0800000000002
440,1.0,41.0,0.0,0.0,0.0,0.0,0.0,37.770533,-122.445121,3.0,3.0,0.0,0.0,10.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,10.0,3044.441077322455
441,0.0,19.0,1.0,0.0,1.0,1.0,2.0,37.770533,-122.445121,5.0,3.0,0.0,0.0,69.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3083.62
442,0.0,76.0,0.0,1.0,0.0,0.0,0.0,33.868316,-117.929029,3.0,3.0,0.0,0.0,69.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,3083.62
443,0.0,76.0,1.0,0.0,0.0,0.0,0.0,33.868316,-117.929029,3.0,3.0,0.0,0.0,72.0,0.0,1.0,1.0,1.0,2.0,82.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,8530.2
444,0.0,56.0,0.0,0.0,0.0,1.0,2.0,38.049292,-122.228415,3.0,3.0,0.0,0.0,39.0,0.0,0.0,0.0,1.0,1.0,24.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,1281.3
445,0.0,36.0,0.0,0.0,1.0,0.0,0.0,41.528541,-122.955018,4.0,3.0,0.0,7.0,32.0,0.0,1.0,1.0,1.0,1.0,19.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,6161.78
446,0.0,80.0,0.0,1.0,1.0,0.0,0.0,37.774633,-122.274434,4.0,3.0,1.0,4.0,32.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3044.441077322455
447,0.0,80.0,0.0,1.0,1.0,0.0,0.0,35.140938,-119.051348,4.0,3.0,1.0,4.0,32.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,3044.441077322455
448,0.0,80.0,0.0,1.0,1.0,0.0,0.0,34.105935,-117.2914,4.0,3.0,0.0,0.0,15.0,4.0,1.0,1.0,1.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1883.35
449,1.0,80.0,0.0,0.0,1.0,0.0,2.0,38.731771,-123.064272,3.0,3.0,1.0,2.0,10.0,4.0,0.0,0.0,1.0,3.0,24.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,498.03
450,0.0,25.0,1.0,0.0,1.0,0.0,0.0,37.750778,-119.7549407277953,3.0,3.0,1.0,1.0,64.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2171.57
451,1.0,25.0,0.0,1.0,1.0,0.0,0.0,33.362575,-119.7549407277953,5.0,3.0,1.0,6.0,32.0,0.0,1.0,1.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6411.9
452,1.0,32.0,0.0,0.0,0.0,0.0,0.0,34.437945,-119.77191,3.0,3.0,1.0,6.0,32.0,0.0,1.0,1.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,6411.9
453,1.0,44.0,0.0,0.0,0.0,0.0,0.0,40.722733,-122.109666,1.0,3.0,0.0,0.0,5.0,0.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,719.1
454,1.0,44.0,0.0,1.0,1.0,0.0,0.0,32.85723,-117.209774,2.0,3.0,1.0,2.0,32.0,3.0,1.0,1.0,1.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3818.23
455,1.0,59.0,0.0,0.0,1.0,0.0,0.0,34.187599,-118.387125,3.0,3.0,1.0,5.0,72.0,0.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,8024.3
456,1.0,20.0,1.0,0.0,1.0,1.0,1.0,38.505995,-123.187019,3.0,3.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,126.25
457,0.0,51.0,0.0,0.0,1.0,1.0,2.0,38.517295,-119.7549407277953,4.0,3.0,1.0,1.0,72.0,0.0,1.0,0.0,1.0,0.0,25.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,10685.12
458,0.0,74.0,0.0,1.0,1.0,0.0,0.0,34.108833,-119.7549407277953,4.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,2.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,336.35
459,1.0,79.0,0.0,1.0,0.0,0.0,0.0,34.108833,-119.7549407277953,4.0,3.0,0.0,0.0,32.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1416.18
460,0.0,20.0,1.0,1.0,1.0,0.0,0.0,38.784329,-121.373245,5.0,3.0,1.0,10.0,34.0,3.0,1.0,1.0,1.0,2.0,47.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3044.441077322455
461,1.0,64.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-121.862856,1.0,3.0,0.0,0.0,24.0,0.0,1.0,0.0,1.0,2.0,23.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3018.26
462,1.0,56.0,0.0,0.0,0.0,0.0,0.0,33.841027,-118.078097,4.0,3.0,0.0,0.0,68.0,0.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7873.71
463,1.0,56.0,0.0,0.0,1.0,1.0,2.0,33.666301,-117.969501,3.0,3.0,0.0,0.0,68.0,0.0,1.0,1.0,1.0,2.0,7.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7873.71
464,1.0,63.0,0.0,0.0,0.0,0.0,0.0,33.653338,-117.178271,5.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,485.54
465,0.0,38.0,0.0,0.0,0.0,0.0,0.0,32.688506,-116.938632,3.0,3.0,0.0,0.0,70.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0,7423.95
466,0.0,35.0,0.0,0.0,0.0,0.0,0.0,33.822295,-118.26411,1.0,3.0,0.0,0.0,70.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,100.0,7423.95
467,0.0,35.0,0.0,0.0,0.0,0.0,0.0,34.144703,-117.770299,5.0,3.0,0.0,0.0,32.0,0.0,1.0,1.0,1.0,3.0,18.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5220.37
468,0.0,35.0,0.0,0.0,0.0,0.0,0.0,36.186867,-120.387793,5.0,3.0,0.0,0.0,6.0,5.0,1.0,0.0,1.0,3.0,20.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3044.441077322455
469,0.0,79.0,0.0,0.0,1.0,0.0,0.0,37.980269,-122.342635,3.0,3.0,1.0,6.0,72.0,1.0,1.0,1.0,1.0,2.0,16.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,9339.05
470,0.0,51.0,0.0,0.0,0.0,0.0,0.0,34.057256,-117.667677,3.0,3.0,0.0,3.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3044.441077322455
471,0.0,40.0,0.0,0.0,0.0,0.0,0.0,37.316807,-120.855753,4.0,3.0,1.0,0.0,41.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2508.15
