,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Extra Data Charges,Total Revenue,Churn Category
1409,0.0,72.0,0.0,0.0,0.0,0.0,0.0,33.819385,-117.600213,3.0,3.0,1.0,7.0,68.0,0.0,1.0,0.0,1.0,2.0,19.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,9308.35,0.0
1410,1.0,78.0,0.0,1.0,0.0,0.0,0.0,37.461251,-122.235414,2.0,3.0,0.0,0.0,20.0,4.0,1.0,0.0,1.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1503.4,3.0
1411,1.0,46.0,0.0,1.0,0.0,0.0,0.0,36.19204239161876,-119.7549407277953,1.0,3.0,0.0,0.0,43.0,2.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2055.91,1.0
1412,0.0,37.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-119.7549407277953,2.0,3.0,1.0,0.0,29.0,0.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3669.72,4.0
1413,1.0,48.0,0.0,1.0,1.0,0.0,0.0,34.402343,-119.094824,3.0,3.0,1.0,1.0,68.0,1.0,1.0,1.0,1.0,2.0,22.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,9465.56,4.0
1414,0.0,20.0,1.0,0.0,0.0,0.0,0.0,37.516791,-119.7549407277953,3.0,3.0,0.0,0.0,27.0,3.0,1.0,0.0,1.0,1.0,59.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,3044.441077322455,4.0
1415,1.0,53.0,1.0,1.0,0.0,0.0,0.0,37.516791,-119.7549407277953,4.0,3.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,1.0,30.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,550.35,0.0
1416,1.0,53.0,1.0,1.0,0.0,0.0,0.0,34.174215,-118.345928,4.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,98.32,0.0
1417,1.0,46.0,1.0,1.0,0.0,0.0,0.0,34.174215,-118.345928,4.0,3.0,0.0,0.0,33.0,0.0,1.0,1.0,1.0,2.0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3451.7300000000005,0.0
1418,1.0,44.0,0.0,1.0,0.0,0.0,0.0,32.808814,-117.134694,3.0,3.0,0.0,0.0,24.0,0.0,0.0,0.0,1.0,3.0,20.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3044.441077322455,0.0
1419,0.0,30.0,0.0,0.0,0.0,0.0,0.0,35.523991,-118.400432,1.0,3.0,0.0,0.0,9.0,5.0,0.0,0.0,1.0,3.0,48.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,539.85,0.0
1420,0.0,46.0,0.0,0.0,1.0,0.0,0.0,41.444606,-123.471895,4.0,3.0,1.0,8.0,37.0,0.0,1.0,0.0,1.0,1.0,19.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3948.95,0.0
1421,1.0,38.0,0.0,1.0,0.0,0.0,0.0,36.19204239161876,-121.171375,3.0,3.0,0.0,0.0,38.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1574.84,0.0
1422,1.0,22.0,1.0,1.0,0.0,0.0,0.0,35.339796,-119.7549407277953,4.0,3.0,0.0,0.0,65.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3052.95,0.0
1423,1.0,54.0,0.0,1.0,1.0,0.0,0.0,36.19204239161876,-120.194274,1.0,3.0,1.0,0.0,32.0,2.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5015.5,1.0
1424,0.0,31.0,0.0,0.0,0.0,0.0,0.0,33.507255,-117.029473,3.0,3.0,0.0,0.0,67.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1627.54,0.0
1425,0.0,49.0,0.0,0.0,0.0,0.0,0.0,34.195685,-118.490752,4.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,603.0,0.0
1426,1.0,19.0,1.0,1.0,1.0,0.0,0.0,38.002125,-121.324979,5.0,3.0,0.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,23.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,603.0,0.0
1427,1.0,36.0,0.0,1.0,0.0,0.0,0.0,33.735802,-117.818805,5.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.99,3.0
1428,0.0,27.0,1.0,0.0,1.0,1.0,2.0,39.068071,-121.832638,3.0,3.0,0.0,7.0,55.0,0.0,1.0,0.0,1.0,1.0,51.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6056.4,3.0
1429,0.0,50.0,0.0,0.0,1.0,0.0,0.0,33.215251,-116.53633,5.0,3.0,0.0,7.0,55.0,0.0,1.0,0.0,1.0,1.0,51.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6056.4,0.0
1430,0.0,75.0,0.0,0.0,1.0,0.0,0.0,34.227846,-119.079903,1.0,3.0,0.0,7.0,55.0,0.0,1.0,0.0,1.0,1.0,51.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6056.4,0.0
1431,1.0,51.0,0.0,1.0,1.0,0.0,0.0,34.936,-120.594655,1.0,3.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,2.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,350.94,0.0
1432,0.0,46.0,1.0,0.0,0.0,0.0,0.0,36.19204239161876,-119.7549407277953,1.0,3.0,0.0,0.0,17.0,0.0,1.0,0.0,1.0,3.0,41.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1782.4499999999998,1.0
1433,0.0,52.0,0.0,0.0,1.0,1.0,3.0,40.485849,-124.163234,1.0,3.0,1.0,3.0,55.0,2.0,1.0,0.0,1.0,2.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3044.441077322455,0.0
1434,1.0,36.0,0.0,1.0,1.0,0.0,0.0,38.931425,-121.946081,3.0,3.0,1.0,1.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3044.441077322455,0.0
1435,0.0,38.0,0.0,0.0,1.0,1.0,0.0,34.08111,-117.853935,5.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,2.0,24.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,8071.07,0.0
1436,1.0,65.0,0.0,1.0,1.0,0.0,0.0,39.955587,-123.681175,1.0,3.0,1.0,1.0,69.0,0.0,1.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,110.0,7373.82,0.0
1437,1.0,28.0,1.0,1.0,0.0,0.0,0.0,39.955587,-123.681175,3.0,3.0,0.0,0.0,32.0,0.0,1.0,0.0,1.0,1.0,42.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1763.7600000000002,0.0
1438,0.0,53.0,0.0,0.0,1.0,1.0,1.0,33.970343,-118.171368,3.0,3.0,1.0,9.0,72.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4838.68,0.0
1439,0.0,46.0,0.0,0.0,0.0,0.0,0.0,33.970343,-118.171368,3.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,329.8,5.0
1440,0.0,21.0,1.0,0.0,0.0,0.0,0.0,33.782346,-117.635263,1.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,329.8,2.0
1441,1.0,46.0,0.0,1.0,1.0,0.0,0.0,33.782346,-117.635263,3.0,3.0,1.0,8.0,28.0,3.0,1.0,1.0,1.0,0.0,15.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3679.8,0.0
1442,0.0,56.0,0.0,0.0,1.0,1.0,0.0,33.782346,-117.635263,3.0,3.0,1.0,6.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,631.4100000000001,0.0
1443,1.0,35.0,0.0,1.0,1.0,0.0,0.0,33.833686,-117.513063,3.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,3.0,23.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,6963.6900000000005,0.0
1444,0.0,30.0,0.0,0.0,1.0,0.0,0.0,36.625114,-121.823565,2.0,3.0,1.0,2.0,1.0,5.0,1.0,0.0,1.0,2.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,102.98,3.0
1445,0.0,30.0,0.0,0.0,1.0,0.0,0.0,33.141265,-116.967221,4.0,3.0,1.0,5.0,23.0,4.0,1.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1379.12,0.0
1446,0.0,21.0,1.0,0.0,0.0,0.0,0.0,34.015217,-118.109962,3.0,3.0,0.0,0.0,24.0,0.0,1.0,1.0,1.0,2.0,52.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2693.03,0.0
1447,0.0,21.0,1.0,0.0,0.0,0.0,0.0,34.015217,-118.109962,3.0,3.0,1.0,6.0,17.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3044.441077322455,0.0
1448,0.0,21.0,1.0,0.0,0.0,0.0,0.0,33.923149,-117.244933,5.0,3.0,1.0,6.0,17.0,0.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,3044.441077322455,0.0
1449,0.0,62.0,0.0,0.0,1.0,1.0,2.0,33.976678,-118.065875,2.0,3.0,1.0,1.0,10.0,0.0,1.0,1.0,1.0,2.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1309.45,0.0
1450,1.0,24.0,1.0,1.0,1.0,1.0,3.0,33.992416,-119.7549407277953,3.0,3.0,1.0,1.0,10.0,0.0,1.0,1.0,1.0,2.0,30.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1309.45,0.0
1451,1.0,24.0,1.0,1.0,1.0,1.0,3.0,36.303793,-119.375646,4.0,3.0,0.0,8.0,30.0,0.0,1.0,1.0,1.0,2.0,73.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,60.0,3044.441077322455,0.0
1452,0.0,49.0,0.0,0.0,0.0,1.0,0.0,36.303793,-119.375646,5.0,3.0,1.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,724.3499999999999,0.0
1453,0.0,46.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-122.196318,3.0,3.0,0.0,0.0,65.0,0.0,0.0,0.0,1.0,3.0,22.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,3921.1,0.0
1454,0.0,46.0,0.0,0.0,1.0,0.0,0.0,34.106922,-117.297553,4.0,3.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044.441077322455,0.0
1455,1.0,62.0,0.0,1.0,0.0,0.0,0.0,37.713926,-121.928425,1.0,3.0,0.0,0.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044.441077322455,5.0
1456,0.0,72.0,0.0,0.0,0.0,0.0,0.0,33.119028,-117.166036,4.0,3.0,0.0,0.0,1.0,5.0,1.0,1.0,1.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3044.441077322455,5.0
1457,0.0,46.0,0.0,0.0,0.0,0.0,0.0,33.119028,-117.166036,3.0,3.0,0.0,0.0,33.0,3.0,1.0,1.0,1.0,2.0,25.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,70.0,4294.37,5.0
1458,0.0,46.0,0.0,0.0,1.0,0.0,0.0,37.924014,-122.511694,3.0,3.0,1.0,7.0,32.0,0.0,1.0,1.0,1.0,1.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,7008.610000000001,0.0
1459,1.0,27.0,1.0,1.0,0.0,0.0,0.0,34.133809,-117.523724,4.0,3.0,0.0,0.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1756.55,0.0
1460,0.0,32.0,0.0,0.0,0.0,0.0,0.0,38.093701,-122.276589,3.0,3.0,0.0,0.0,32.0,0.0,1.0,1.0,1.0,3.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2430.38,0.0
1461,1.0,35.0,0.0,1.0,1.0,0.0,1.0,36.19204239161876,-119.7549407277953,4.0,3.0,1.0,9.0,54.0,2.0,1.0,0.0,1.0,2.0,29.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8813.55,0.0
1462,0.0,77.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-117.202542,2.0,3.0,0.0,0.0,23.0,4.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3044.441077322455,1.0
1463,1.0,55.0,0.0,1.0,1.0,1.0,2.0,36.19204239161876,-120.66527,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,139.82,0.0
1464,1.0,55.0,0.0,1.0,1.0,1.0,2.0,37.945288,-122.383941,3.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,139.82,0.0
1465,0.0,38.0,0.0,0.0,1.0,1.0,3.0,37.945288,-122.383941,5.0,3.0,1.0,2.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,879.25,0.0
1466,0.0,23.0,1.0,0.0,0.0,0.0,0.0,32.619465,-116.593605,3.0,3.0,0.0,0.0,42.0,2.0,1.0,1.0,1.0,3.0,41.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3658.08,0.0
1467,1.0,28.0,1.0,1.0,1.0,0.0,0.0,37.186141,-121.843554,3.0,3.0,1.0,10.0,32.0,0.0,1.0,1.0,1.0,2.0,48.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3475.23,0.0
1468,1.0,50.0,0.0,1.0,0.0,0.0,0.0,38.851842,-120.076204,3.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,2.0,20.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,364.74,0.0
1469,1.0,50.0,0.0,1.0,0.0,0.0,0.0,37.331762,-122.341444,3.0,3.0,0.0,0.0,11.0,4.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,793.01,0.0
1470,0.0,47.0,0.0,0.0,1.0,1.0,2.0,39.495768,-121.747472,3.0,3.0,0.0,1.0,32.0,0.0,1.0,0.0,1.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,327.29999999999995,0.0
1471,1.0,34.0,0.0,1.0,1.0,1.0,0.0,36.19204239161876,-117.640055,3.0,3.0,1.0,7.0,71.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,7799.44,0.0
1472,1.0,34.0,0.0,1.0,1.0,1.0,0.0,37.827946,-122.107185,3.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,212.82,0.0
1473,0.0,80.0,0.0,0.0,0.0,0.0,0.0,36.789213,-119.140338,1.0,3.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,212.82,2.0
1474,0.0,46.0,0.0,0.0,1.0,1.0,3.0,36.657462,-119.595293,3.0,3.0,1.0,6.0,27.0,0.0,1.0,0.0,1.0,2.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3232.17,2.0
1475,1.0,62.0,0.0,1.0,1.0,1.0,3.0,34.129058,-118.759788,1.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,124.89,1.0
1476,0.0,45.0,0.0,0.0,0.0,0.0,0.0,33.707483,-117.200006,2.0,3.0,0.0,0.0,30.0,3.0,1.0,0.0,1.0,2.0,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2836.1,3.0
1477,0.0,45.0,0.0,0.0,0.0,0.0,0.0,33.290907,-117.202895,3.0,3.0,0.0,0.0,10.0,4.0,1.0,0.0,1.0,1.0,25.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,90.0,743.75,0.0
1478,0.0,25.0,1.0,0.0,0.0,0.0,0.0,34.127194,-118.295647,4.0,3.0,0.0,0.0,32.0,2.0,1.0,0.0,1.0,3.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2112.9,0.0
1479,0.0,25.0,1.0,0.0,0.0,0.0,0.0,33.25283,-116.986079,5.0,3.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,551.3499999999999,0.0
1480,0.0,25.0,1.0,0.0,0.0,0.0,0.0,41.10831,-121.360362,4.0,3.0,1.0,8.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1182.39,0.0
1481,0.0,44.0,0.0,0.0,1.0,1.0,1.0,41.027281,-120.669427,5.0,3.0,1.0,3.0,32.0,0.0,0.0,1.0,1.0,2.0,30.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,7442.67,0.0
1482,0.0,46.0,0.0,0.0,0.0,1.0,3.0,36.488056,-120.407691,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,58.9,0.0
1483,1.0,46.0,1.0,1.0,1.0,0.0,0.0,36.488056,-120.407691,4.0,3.0,1.0,1.0,23.0,0.0,1.0,1.0,1.0,2.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2374.95,0.0
1484,1.0,46.0,1.0,1.0,1.0,0.0,0.0,35.666886,-119.186717,3.0,3.0,0.0,0.0,11.0,4.0,1.0,0.0,1.0,1.0,52.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,90.0,1274.51,0.0
1485,0.0,39.0,0.0,0.0,0.0,0.0,0.0,35.924252,-119.7549407277953,2.0,3.0,0.0,0.0,11.0,4.0,1.0,0.0,1.0,1.0,52.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,90.0,1274.51,4.0
1486,1.0,61.0,0.0,1.0,1.0,1.0,2.0,37.218705,-121.762429,3.0,3.0,1.0,2.0,72.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,4293.6900000000005,0.0
1487,0.0,40.0,0.0,0.0,0.0,0.0,0.0,37.687264,-122.15728,4.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,127.44,0.0
1488,0.0,58.0,0.0,0.0,0.0,0.0,0.0,33.830099,-118.182239,2.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,127.44,2.0
1489,1.0,19.0,1.0,1.0,1.0,0.0,0.0,38.085839,-120.37855,3.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,127.44,0.0
1490,1.0,38.0,0.0,1.0,1.0,1.0,1.0,33.720359,-117.733655,3.0,3.0,1.0,3.0,56.0,2.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,8234.71,0.0
1491,1.0,48.0,0.0,1.0,1.0,1.0,0.0,37.907777,-122.127161,3.0,3.0,1.0,1.0,17.0,4.0,1.0,1.0,1.0,1.0,53.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1584.84,0.0
1492,1.0,60.0,0.0,1.0,0.0,0.0,0.0,40.390301,-123.412327,3.0,3.0,1.0,1.0,17.0,4.0,1.0,1.0,1.0,1.0,53.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1584.84,0.0
1493,0.0,66.0,0.0,0.0,1.0,0.0,0.0,40.390301,-123.412327,1.0,3.0,1.0,1.0,65.0,0.0,1.0,1.0,1.0,2.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8194.65,1.0
1494,0.0,68.0,0.0,0.0,0.0,0.0,0.0,39.24124,-119.7549407277953,2.0,3.0,1.0,1.0,65.0,0.0,1.0,1.0,1.0,2.0,30.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,8194.65,2.0
1495,1.0,42.0,0.0,1.0,1.0,0.0,0.0,39.24124,-119.7549407277953,3.0,3.0,1.0,7.0,68.0,1.0,0.0,0.0,1.0,3.0,16.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3794.5,0.0
1496,0.0,23.0,1.0,0.0,0.0,0.0,0.0,37.990118,-122.012188,4.0,3.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0,2.0,58.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4622.61,0.0
1497,0.0,46.0,0.0,0.0,1.0,0.0,0.0,37.990118,-122.012188,4.0,3.0,1.0,7.0,72.0,1.0,1.0,1.0,1.0,2.0,24.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,70.0,8994.0,0.0
1498,0.0,69.0,0.0,0.0,1.0,0.0,0.0,37.990118,-122.012188,3.0,3.0,1.0,5.0,29.0,0.0,0.0,0.0,1.0,3.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3044.441077322455,0.0
1499,1.0,67.0,0.0,1.0,1.0,0.0,0.0,37.990118,-122.012188,1.0,3.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,93.7,1.0
1500,1.0,67.0,0.0,1.0,1.0,0.0,0.0,38.486938,-121.395805,3.0,3.0,1.0,1.0,3.0,5.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,93.7,1.0
1501,0.0,46.0,0.0,0.0,1.0,0.0,0.0,38.486938,-121.395805,3.0,3.0,1.0,1.0,53.0,0.0,1.0,0.0,1.0,2.0,25.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,7396.37,0.0
1502,0.0,62.0,0.0,0.0,0.0,0.0,1.0,33.90139,-118.315697,3.0,3.0,1.0,4.0,32.0,5.0,1.0,0.0,1.0,1.0,18.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,3044.441077322455,0.0
1503,1.0,67.0,0.0,1.0,0.0,0.0,0.0,37.331762,-122.341444,4.0,3.0,0.0,0.0,5.0,5.0,1.0,0.0,1.0,2.0,15.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,500.4,0.0
