,Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
1294,3097-IDVPU,1.0,34.0,0.0,0.0,1.0,0.0,0.0
1295,4128-ETESU,0.0,32.0,0.0,0.0,0.0,0.0,0.0
1296,5668-MEISB,0.0,21.0,1.0,0.0,1.0,1.0,0.0
1297,5049-MUBWG,0.0,47.38697878566203,0.0,0.0,1.0,0.0,0.0
1298,4785-FCIFB,1.0,55.0,0.0,0.0,0.0,0.0,0.0
1299,7998-WNZEM,1.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1300,9297-FVVDH,1.0,47.38697878566203,0.0,0.0,1.0,0.0,0.0
1301,6583-QGCSI,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1302,4393-OBCRR,0.0,19.0,1.0,0.0,1.0,0.0,0.0
1303,2845-KDHVX,1.0,32.0,0.0,0.0,0.0,0.0,0.0
1304,9715-SBVSU,1.0,44.0,0.0,0.0,1.0,0.0,0.0
1305,3977-QCRSL,0.0,57.0,0.0,0.0,0.0,0.0,0.0
1306,6284-KMNUF,0.0,41.0,0.0,0.0,1.0,0.0,0.0
1307,4759-PXTAN,0.0,37.0,0.0,0.0,0.0,0.0,0.0
1308,3096-IZETN,0.0,35.0,0.0,0.0,1.0,0.0,0.0
1309,1680-VDCWW,1.0,46.0,0.0,0.0,0.0,0.0,0.0
1310,6166-YIPFO,0.0,41.0,0.0,0.0,1.0,1.0,0.0
1311,0136-IFMYD,0.0,22.0,1.0,0.0,0.0,0.0,0.0
1312,4923-ADWXJ,1.0,59.0,0.0,0.0,0.0,0.0,0.0
1313,7558-IMLMT,1.0,39.0,0.0,0.0,0.0,0.0,0.0
1314,4694-PHWFW,0.0,23.0,1.0,0.0,0.0,0.0,0.0
1315,8646-JCOMS,1.0,50.0,0.0,0.0,0.0,0.0,0.0
1316,0929-PECLO,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1317,0835-JKADZ,0.0,54.0,0.0,0.0,0.0,0.0,0.0
1318,0786-VSSUD,1.0,56.0,0.0,0.0,0.0,0.0,0.0
1319,8648-PFRMP,0.0,46.64687102273605,0.0,0.0,0.0,0.0,0.0
1320,5622-UEJFI,0.0,47.0,0.0,0.0,1.0,0.0,0.0
1321,7560-QRBXH,1.0,33.0,0.0,0.0,0.0,0.0,0.0
1322,1354-YZFNB,0.0,39.0,0.0,0.0,0.0,0.0,0.0
1323,1371-DWPAZ,1.0,60.0,0.0,0.0,1.0,0.0,0.0
1324,2368-GAKKQ,0.0,35.0,0.0,0.0,0.0,0.0,0.0
1325,9614-RMGHA,0.0,32.0,0.0,0.0,0.0,0.0,0.0
1326,9467-ROOLM,0.0,20.0,1.0,0.0,1.0,0.0,0.0
1327,9796-BPKIW,0.0,35.0,0.0,0.0,0.0,0.0,0.0
1328,0732-OCQOC,0.0,63.0,0.0,0.0,0.0,0.0,0.0
1329,4776-XSKYQ,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1330,3269-ATYWD,0.0,44.0,0.0,0.0,0.0,0.0,0.0
1331,0909-SELIE,1.0,47.0,0.0,0.0,0.0,0.0,0.0
1332,3230-JCNZS,1.0,44.0,0.0,0.0,0.0,0.0,0.0
1333,6207-WIOLX,1.0,57.0,0.0,0.0,0.0,0.0,0.0
1334,1498-DQNRX,1.0,53.0,0.0,0.0,1.0,0.0,0.0
1335,9494-BDNNC,1.0,28.0,1.0,0.0,0.0,0.0,0.0
1336,6616-AALSR,0.0,36.0,0.0,0.0,1.0,1.0,0.0
1337,3106-ULWFW,1.0,47.0,0.0,0.0,0.0,0.0,0.0
1338,9603-OAIHC,0.0,29.0,1.0,0.0,0.0,0.0,0.0
1339,8327-WKMIE,0.0,31.0,0.0,0.0,1.0,0.0,0.0
1340,9755-JHNMN,1.0,46.64687102273605,0.0,0.0,1.0,1.0,0.0
1341,4948-WBBKL,0.0,23.0,1.0,0.0,0.0,0.0,0.0
1342,8104-OSKWT,0.0,55.0,0.0,0.0,0.0,0.0,0.0
1343,5055-BRMNE,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1344,7398-SKNQZ,1.0,61.0,0.0,0.0,0.0,0.0,0.0
1345,0112-QAWRZ,0.0,30.0,0.0,0.0,1.0,0.0,0.0
1346,7969-FFOWG,1.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1347,6199-IWKGC,1.0,54.0,0.0,0.0,1.0,1.0,0.0
1348,5778-BVOFB,1.0,50.0,0.0,0.0,0.0,0.0,0.0
1349,4578-PHJYZ,1.0,27.0,1.0,0.0,1.0,0.0,0.0
1350,8410-BGQXN,1.0,43.0,0.0,0.0,1.0,0.0,0.0
1351,9512-UIBFX,0.0,45.0,0.0,0.0,1.0,0.0,0.0
1352,9972-VAFJJ,1.0,40.0,0.0,0.0,0.0,0.0,0.0
1353,4712-AUQZO,0.0,41.0,0.0,0.0,0.0,0.0,0.0
1354,8725-JEDFD,1.0,29.0,1.0,0.0,0.0,0.0,0.0
1355,3254-YRILK,1.0,55.0,0.0,0.0,0.0,0.0,0.0
1356,8821-KVZKQ,1.0,35.0,0.0,0.0,0.0,0.0,0.0
1357,1447-GIQMR,1.0,51.0,0.0,0.0,0.0,0.0,0.0
1358,8640-SDGKB,0.0,35.0,0.0,0.0,0.0,0.0,0.0
1359,8707-RMEZH,0.0,33.0,0.0,0.0,1.0,0.0,0.0
1360,2911-IJORQ,0.0,46.0,0.0,0.0,1.0,0.0,0.0
1361,5980-NOPLP,1.0,36.0,0.0,0.0,1.0,0.0,0.0
1362,9371-BITHB,0.0,37.0,0.0,0.0,1.0,0.0,0.0
1363,6734-CKRSM,1.0,23.0,1.0,0.0,1.0,0.0,0.0
1364,1221-GHZEP,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1365,6893-ODYYE,1.0,39.0,0.0,0.0,0.0,0.0,0.0
1366,8434-PNQZX,1.0,23.0,1.0,0.0,0.0,0.0,0.0
1367,8903-WMRNW,1.0,35.0,0.0,0.0,1.0,0.0,0.0
1368,4735-BJKOU,1.0,25.0,1.0,0.0,0.0,0.0,0.0
1369,4686-GEFRM,1.0,58.0,0.0,0.0,0.0,0.0,0.0
1370,0820-FNRNX,0.0,33.0,0.0,0.0,0.0,0.0,0.0
1371,4009-ALQFH,1.0,30.0,0.0,0.0,0.0,0.0,0.0
1372,2575-GFSOE,0.0,29.0,1.0,0.0,0.0,0.0,0.0
1373,6122-LJADA,0.0,57.0,0.0,0.0,0.0,0.0,0.0
1374,0723-VSOBE,0.0,28.0,1.0,0.0,0.0,0.0,0.0
1375,2040-LDIWQ,1.0,61.0,0.0,0.0,1.0,0.0,0.0
1376,6064-PUPMC,1.0,31.0,0.0,0.0,1.0,1.0,0.0
1377,9739-JLPQJ,0.0,21.0,1.0,0.0,1.0,0.0,0.0
1378,8595-SIZNC,1.0,55.0,0.0,0.0,0.0,0.0,0.0
1379,8390-FESFV,1.0,47.0,0.0,0.0,1.0,0.0,0.0
1380,9675-ICXCT,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1381,9488-FYQAU,1.0,26.0,1.0,0.0,1.0,0.0,0.0
1382,9938-TKDGL,0.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1383,5356-KZCKT,0.0,24.461406518010293,1.0,0.0,1.0,0.0,0.0
1384,4829-ZLJTK,1.0,61.0,0.0,0.0,1.0,1.0,0.0
1385,0480-KYJVA,1.0,40.0,0.0,0.0,0.0,0.0,0.0
1386,7395-IGJOS,0.0,43.0,0.0,0.0,0.0,0.0,0.0
1387,9643-AVVWI,1.0,42.0,0.0,0.0,0.0,0.0,0.0
1388,5793-YOLJN,1.0,35.0,0.0,0.0,0.0,0.0,0.0
1389,4786-UKSNZ,1.0,41.0,0.0,0.0,1.0,0.0,0.0
1390,4999-IEZLT,0.0,47.0,0.0,0.0,0.0,0.0,0.0
1391,5010-IPEAQ,1.0,56.0,0.0,0.0,0.0,0.0,0.0
1392,9048-JVYVF,0.0,58.0,0.0,0.0,0.0,0.0,0.0
1393,9803-FTJCG,1.0,55.0,0.0,0.0,1.0,0.0,0.0
1394,5281-BUZGT,1.0,32.0,0.0,0.0,1.0,0.0,0.0
1395,3001-CBHLQ,0.0,40.0,0.0,0.0,0.0,0.0,0.0
1396,5154-VEKBL,1.0,30.0,0.0,0.0,0.0,0.0,0.0
1397,2799-TSLAG,1.0,37.0,0.0,0.0,1.0,0.0,0.0
1398,6937-GCDGQ,1.0,39.0,0.0,0.0,1.0,1.0,0.0
1399,6198-RTPMF,1.0,22.0,1.0,0.0,0.0,0.0,0.0
1400,7241-AJHFS,1.0,47.38697878566203,0.0,0.0,1.0,0.0,0.0
1401,2599-CIPQE,0.0,24.461406518010293,1.0,0.0,1.0,1.0,0.0
1402,4012-YCFAI,0.0,45.0,0.0,0.0,0.0,0.0,0.0
1403,4342-HENTK,1.0,63.0,0.0,0.0,1.0,1.0,2.0
1404,4189-NAKJS,1.0,60.0,0.0,0.0,0.0,0.0,0.0
1405,7018-FPXHH,1.0,58.0,0.0,0.0,1.0,0.0,0.0
1406,3307-TLCUD,0.0,63.0,0.0,0.0,1.0,0.0,0.0
1407,1725-MIMXW,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1408,3523-BRGUW,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1409,7266-GSSJX,1.0,41.0,0.0,0.0,0.0,0.0,0.0
1410,3689-MOZGR,0.0,53.0,0.0,0.0,1.0,0.0,0.0
1411,6394-MFYNG,1.0,52.0,0.0,0.0,1.0,0.0,0.0
1412,8779-QRDMV,0.0,30.0,0.0,0.0,0.0,0.0,0.0
1413,5872-OEQNH,0.0,51.0,0.0,0.0,0.0,0.0,0.0
1414,3920-HIHMQ,1.0,60.0,0.0,0.0,0.0,0.0,0.0
1415,1744-JHKYS,0.0,43.0,0.0,0.0,0.0,0.0,0.0
1416,3258-ZKPAI,1.0,28.0,1.0,0.0,1.0,0.0,0.0
1417,7982-VCELR,1.0,41.0,0.0,0.0,1.0,0.0,0.0
1418,2410-CIYFZ,1.0,60.0,0.0,0.0,1.0,0.0,0.0
1419,2929-QNSRW,0.0,48.0,0.0,0.0,0.0,0.0,0.0
1420,4636-JGAAI,1.0,42.0,0.0,0.0,0.0,0.0,0.0
1421,0422-UXFAP,1.0,27.0,1.0,0.0,1.0,1.0,0.0
1422,1047-RNXZV,0.0,42.0,0.0,0.0,1.0,0.0,0.0
1423,2433-KMEAS,0.0,63.0,0.0,0.0,0.0,0.0,0.0
1424,6608-QQLVK,1.0,44.0,0.0,0.0,0.0,0.0,0.0
1425,0811-GSDTP,1.0,46.0,0.0,0.0,0.0,0.0,0.0
1426,3891-NLXJB,0.0,21.0,1.0,0.0,1.0,1.0,0.0
1427,3721-CNZHX,0.0,24.0,1.0,0.0,1.0,0.0,0.0
1428,6876-ADESB,1.0,35.0,0.0,0.0,0.0,0.0,0.0
1429,0945-TSONX,0.0,49.0,0.0,0.0,1.0,1.0,0.0
1430,0311-UNPFF,1.0,35.0,0.0,0.0,1.0,0.0,0.0
1431,3930-ZGWVE,0.0,49.0,0.0,0.0,0.0,1.0,0.0
1432,5669-SRAIP,0.0,46.747821249768215,0.0,0.0,1.0,1.0,0.0
1433,2159-TURXX,0.0,61.0,0.0,0.0,1.0,0.0,0.0
1434,0559-CKHUS,0.0,24.461406518010293,1.0,0.0,1.0,0.0,0.0
1435,0121-SNYRK,1.0,23.0,1.0,0.0,0.0,0.0,0.0
1436,7359-SSBJK,0.0,62.0,0.0,0.0,0.0,0.0,0.0
1437,7908-QCBCA,0.0,55.0,0.0,0.0,1.0,0.0,0.0
1438,3891-PUQOD,0.0,38.0,0.0,0.0,0.0,0.0,0.0
1439,0562-FGDCR,1.0,54.0,0.0,0.0,0.0,0.0,0.0
1440,1839-FBNFR,1.0,30.0,0.0,0.0,0.0,0.0,0.0
1441,1051-GEJLJ,0.0,26.0,1.0,0.0,0.0,0.0,0.0
1442,9801-NOSHQ,0.0,55.0,0.0,0.0,0.0,0.0,0.0
1443,0970-ETWGE,1.0,58.0,0.0,0.0,1.0,0.0,0.0
1444,1049-FYSYG,0.0,30.0,0.0,0.0,0.0,0.0,0.0
1445,8818-XYFCQ,0.0,32.0,0.0,0.0,0.0,0.0,0.0
1446,0023-UYUPN,1.0,24.461406518010293,1.0,0.0,1.0,0.0,0.0
1447,3096-YXENJ,0.0,45.0,0.0,0.0,1.0,1.0,0.0
1448,4566-GOLUK,1.0,44.0,0.0,0.0,0.0,0.0,0.0
1449,0867-MKZVY,1.0,60.0,0.0,0.0,0.0,0.0,0.0
1450,4343-EJVQB,1.0,28.0,1.0,0.0,1.0,0.0,0.0
1451,8417-GSODA,1.0,55.0,0.0,0.0,0.0,0.0,0.0
1452,3137-NYQQI,1.0,28.0,1.0,0.0,0.0,0.0,0.0
1453,8996-ZROXE,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1454,5318-YKDPV,0.0,46.0,0.0,0.0,0.0,0.0,0.0
1455,6235-VDHOM,0.0,34.0,0.0,0.0,0.0,0.0,0.0
1456,8631-WUXGY,1.0,62.0,0.0,0.0,0.0,0.0,0.0
1457,2272-JKMSI,1.0,46.0,0.0,0.0,0.0,0.0,0.0
1458,6437-UDQJM,1.0,36.0,0.0,0.0,0.0,0.0,0.0
1459,6119-SPUDB,1.0,47.38697878566203,0.0,0.0,1.0,0.0,0.0
1460,7105-MXJLL,1.0,44.0,0.0,0.0,0.0,0.0,0.0
1461,7014-ZZXAW,0.0,56.0,0.0,0.0,0.0,0.0,0.0
1462,4884-TVUQF,1.0,61.0,0.0,0.0,1.0,1.0,0.0
1463,8654-DHAOW,1.0,44.0,0.0,0.0,1.0,0.0,0.0
1464,7808-DVWEP,0.0,56.0,0.0,0.0,0.0,1.0,2.0
1465,3703-TTEPD,1.0,47.38697878566203,0.0,0.0,1.0,0.0,0.0
1466,7326-RIGQZ,0.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1467,6166-ILMNY,1.0,41.0,0.0,0.0,0.0,0.0,0.0
1468,8051-HJRLT,0.0,24.0,1.0,0.0,0.0,0.0,0.0
1469,7851-FLGGQ,1.0,21.0,1.0,0.0,1.0,0.0,0.0
1470,1450-SKCVI,1.0,21.0,1.0,0.0,0.0,0.0,0.0
1471,3011-WQKSZ,1.0,62.0,0.0,0.0,0.0,0.0,0.0
1472,4664-NJCMS,0.0,40.0,0.0,0.0,1.0,0.0,0.0
1473,7375-WMVMT,0.0,51.0,0.0,0.0,0.0,0.0,0.0
1474,5998-DZLYR,1.0,59.0,0.0,0.0,0.0,0.0,0.0
1475,1937-OTUKY,1.0,64.0,0.0,0.0,0.0,0.0,0.0
1476,9347-AERRL,1.0,26.0,1.0,0.0,1.0,0.0,0.0
1477,8677-HDZEE,1.0,21.0,1.0,0.0,0.0,0.0,0.0
1478,2626-VEEWG,1.0,46.64687102273605,0.0,0.0,0.0,1.0,3.0
1479,9327-QSDED,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1480,7402-EYFXX,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1481,1112-CUNAO,1.0,24.0,1.0,0.0,1.0,0.0,0.0
1482,8132-YPVBX,1.0,60.0,0.0,0.0,0.0,0.0,0.0
1483,6211-WWLTF,0.0,61.0,0.0,0.0,0.0,0.0,0.0
1484,2346-LOCWC,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1485,9764-REAFF,1.0,19.0,1.0,0.0,1.0,0.0,0.0
1486,9633-DENPU,1.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1487,8980-WQFWL,0.0,37.0,0.0,0.0,1.0,0.0,0.0
1488,7246-ZGQDF,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1489,2712-SYWAY,1.0,44.0,0.0,0.0,0.0,0.0,0.0
1490,3296-SILRA,0.0,39.0,0.0,0.0,0.0,0.0,0.0
1491,0215-BQKGS,0.0,58.0,0.0,0.0,0.0,0.0,0.0
1492,3793-MMFUH,1.0,41.0,0.0,0.0,1.0,1.0,3.0
1493,5998-VVEJY,0.0,45.0,0.0,0.0,0.0,0.0,0.0
1494,4657-FWVFY,0.0,19.0,1.0,0.0,0.0,0.0,0.0
1495,9146-JRIOX,0.0,54.0,0.0,0.0,0.0,0.0,0.0
1496,2418-TPEUN,1.0,42.0,0.0,0.0,1.0,0.0,0.0
1497,7856-GANIL,1.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1498,0953-LGOVU,0.0,34.0,0.0,0.0,0.0,0.0,0.0
1499,8219-VYBVI,0.0,63.0,0.0,0.0,0.0,0.0,0.0
1500,9898-KZQDZ,1.0,32.0,0.0,0.0,0.0,0.0,0.0
1501,4741-WWJQZ,1.0,53.0,0.0,0.0,1.0,0.0,0.0
1502,8861-HGGKB,1.0,23.0,1.0,0.0,1.0,0.0,0.0
1503,6137-MFAJN,1.0,33.0,0.0,0.0,0.0,0.0,0.0
1504,4750-ZRXIU,1.0,47.38697878566203,0.0,0.0,1.0,1.0,0.0
1505,7989-CHGTL,0.0,24.0,1.0,0.0,0.0,0.0,0.0
1506,6641-XRPSU,0.0,44.0,0.0,0.0,0.0,0.0,0.0
1507,7928-VJYAB,1.0,39.0,0.0,0.0,0.0,0.0,0.0
1508,2674-MLXMN,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1509,1334-PDUKM,1.0,24.461406518010293,1.0,0.0,1.0,0.0,0.0
1510,8943-URTMR,1.0,41.0,0.0,0.0,0.0,0.0,0.0
1511,3795-CAWEX,1.0,40.0,0.0,0.0,1.0,1.0,0.0
1512,1628-BIZYP,0.0,63.0,0.0,0.0,1.0,0.0,0.0
1513,9661-ACXBS,0.0,39.0,0.0,0.0,0.0,0.0,0.0
1514,4671-VJLCL,1.0,46.0,0.0,0.0,0.0,0.0,0.0
1515,9489-JMTTN,0.0,51.0,0.0,0.0,0.0,0.0,0.0
1516,1229-RCALF,1.0,52.0,0.0,0.0,0.0,0.0,0.0
1517,8313-AFGBW,1.0,51.0,0.0,0.0,1.0,1.0,0.0
1518,8080-DDEMJ,0.0,50.0,0.0,0.0,0.0,0.0,0.0
1519,2672-TGEFF,1.0,45.0,0.0,0.0,0.0,0.0,0.0
1520,3933-DQPWX,0.0,46.64687102273605,0.0,0.0,1.0,0.0,0.0
1521,7067-KSAZT,1.0,20.0,1.0,0.0,0.0,0.0,0.0
1522,7603-USHJS,0.0,57.0,0.0,0.0,1.0,0.0,0.0
1523,7394-LWLYN,0.0,35.0,0.0,0.0,0.0,0.0,0.0
1524,9752-ZNQUT,1.0,60.0,0.0,0.0,0.0,0.0,0.0
1525,7579-OOPEC,1.0,51.0,0.0,0.0,0.0,0.0,0.0
1526,7753-USQYQ,0.0,43.0,0.0,0.0,0.0,1.0,1.0
1527,3810-DVDQQ,1.0,38.0,0.0,0.0,0.0,0.0,0.0
1528,8773-HHUOZ,0.0,47.38697878566203,0.0,0.0,1.0,0.0,0.0
1529,6575-SUVOI,1.0,52.0,0.0,0.0,0.0,0.0,0.0
1530,7890-VYYWG,1.0,42.0,0.0,0.0,0.0,0.0,0.0
1531,3272-VUHPV,1.0,41.0,0.0,0.0,0.0,0.0,0.0
1532,1707-HABPF,1.0,35.0,0.0,0.0,0.0,0.0,0.0
1533,9860-LISIZ,1.0,44.0,0.0,0.0,0.0,0.0,0.0
1534,5797-APWZC,1.0,45.0,0.0,0.0,0.0,0.0,0.0
1535,5158-RIVOP,0.0,47.38697878566203,0.0,0.0,1.0,1.0,1.0
1536,9367-TCUYN,0.0,34.0,0.0,0.0,1.0,0.0,0.0
1537,3565-UNOCC,1.0,30.0,0.0,0.0,0.0,0.0,0.0
1538,5396-IZEPB,1.0,60.0,0.0,0.0,1.0,1.0,0.0
1539,0611-DFXKO,1.0,59.0,0.0,0.0,0.0,0.0,0.0
1540,8651-ENBZX,1.0,31.0,0.0,0.0,0.0,0.0,0.0
1541,6481-OGDOO,1.0,57.0,0.0,0.0,1.0,0.0,0.0
1542,0931-MHTEM,1.0,57.0,0.0,0.0,0.0,0.0,0.0
1543,9846-GKXAS,0.0,32.0,0.0,0.0,0.0,0.0,0.0
1544,4712-UYOOI,0.0,53.0,0.0,0.0,1.0,0.0,0.0
1545,7033-CLAMM,0.0,41.0,0.0,0.0,0.0,0.0,0.0
1546,4295-YURET,0.0,62.0,0.0,0.0,0.0,0.0,0.0
1547,9867-XOBQA,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1548,7752-XUSCI,0.0,50.0,0.0,0.0,0.0,0.0,0.0
1549,2284-VFLKH,1.0,53.0,0.0,0.0,1.0,1.0,0.0
1550,5088-QZLRL,0.0,44.0,0.0,0.0,0.0,0.0,0.0
1551,3190-ITQXP,0.0,51.0,0.0,0.0,1.0,0.0,0.0
1552,0431-APWVY,1.0,48.0,0.0,0.0,0.0,0.0,0.0
1553,4443-EMBNA,1.0,50.0,0.0,0.0,0.0,0.0,0.0
1554,7101-HRBLJ,0.0,48.0,0.0,0.0,0.0,0.0,0.0
1555,7721-DVEKZ,1.0,22.0,1.0,0.0,0.0,0.0,0.0
1556,6202-DYYFX,0.0,35.0,0.0,0.0,0.0,0.0,0.0
1557,4821-SJHJV,1.0,47.0,0.0,0.0,1.0,0.0,0.0
1558,0754-EEBDC,0.0,46.747821249768215,0.0,0.0,0.0,0.0,0.0
1559,0556-FJEGU,0.0,53.0,0.0,0.0,0.0,0.0,0.0
1560,4623-ZKHLY,1.0,51.0,0.0,0.0,1.0,0.0,0.0
1561,9167-APMXZ,1.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1562,7722-CVFXN,1.0,64.0,0.0,0.0,0.0,0.0,0.0
1563,5172-MIGPM,1.0,40.0,0.0,0.0,0.0,0.0,0.0
1564,4581-SSPWD,0.0,36.0,0.0,0.0,0.0,0.0,0.0
1565,9050-QLROH,1.0,57.0,0.0,0.0,0.0,0.0,0.0
1566,7318-EIVKO,1.0,53.0,0.0,0.0,1.0,0.0,0.0
1567,3801-HMYNL,1.0,55.0,0.0,0.0,0.0,0.0,0.0
1568,4283-IVYCI,1.0,40.0,0.0,0.0,0.0,0.0,0.0
1569,2656-FMOKZ,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1570,4662-EKDPQ,0.0,22.0,1.0,0.0,1.0,0.0,0.0
1571,9248-OJYKK,1.0,47.0,0.0,0.0,1.0,0.0,0.0
1572,3055-OYMSE,0.0,49.0,0.0,0.0,0.0,0.0,0.0
1573,7614-QVWQL,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1574,1658-XUHBX,0.0,46.747821249768215,0.0,0.0,1.0,0.0,0.0
1575,7608-RGIRO,1.0,33.0,0.0,0.0,0.0,0.0,0.0
1576,8763-KIAFH,1.0,45.0,0.0,0.0,1.0,0.0,0.0
1577,9795-VOWON,1.0,25.0,1.0,0.0,0.0,0.0,0.0
1578,7549-MYGPK,1.0,46.0,0.0,0.0,0.0,0.0,0.0
1579,6693-FRIRW,1.0,36.0,0.0,0.0,1.0,0.0,0.0
1580,0750-EBAIU,1.0,31.0,0.0,0.0,0.0,0.0,0.0
1581,5160-UXJED,1.0,37.0,0.0,0.0,0.0,0.0,0.0
1582,3748-FVMZZ,1.0,29.0,1.0,0.0,1.0,0.0,0.0
1583,3597-MVHJT,0.0,46.0,0.0,0.0,1.0,1.0,0.0
1584,7644-OMVMY,1.0,53.0,0.0,0.0,0.0,0.0,0.0
1585,0959-WHOKV,0.0,31.0,0.0,0.0,0.0,0.0,0.0
1586,7590-VHVEG,1.0,46.0,0.0,0.0,0.0,0.0,0.0
1587,8910-LEDAG,0.0,47.44847699287103,0.0,0.0,0.0,0.0,0.0
1588,7310-EGVHZ,1.0,19.0,1.0,0.0,0.0,0.0,0.0
1589,1734-ZMNTZ,0.0,36.0,0.0,0.0,0.0,0.0,0.0
1590,0506-LVNGN,1.0,28.0,1.0,0.0,0.0,0.0,0.0
1591,9227-LUNBG,0.0,43.0,0.0,0.0,1.0,0.0,0.0
1592,2911-UREFD,1.0,44.0,0.0,0.0,0.0,0.0,0.0
1593,9362-MWODR,0.0,22.0,1.0,0.0,0.0,0.0,0.0
1594,5951-AOFIH,0.0,36.0,0.0,0.0,1.0,1.0,0.0
1595,1764-VUUMT,0.0,46.747821249768215,0.0,0.0,0.0,1.0,3.0
1596,2501-XWWTZ,1.0,42.0,0.0,0.0,0.0,0.0,0.0
1597,4698-KVLLG,0.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1598,4747-LCAQL,0.0,57.0,0.0,0.0,1.0,0.0,0.0
1599,2045-BMBTJ,0.0,35.0,0.0,0.0,1.0,1.0,3.0
1600,5229-DTFYB,1.0,33.0,0.0,0.0,0.0,0.0,0.0
1601,0278-YXOOG,0.0,25.0,1.0,0.0,0.0,0.0,0.0
1602,5644-PDMZC,1.0,39.0,0.0,0.0,0.0,0.0,0.0
1603,8999-EXMNO,0.0,30.0,0.0,0.0,0.0,0.0,0.0
1604,2164-SOQXL,0.0,42.0,0.0,0.0,0.0,0.0,0.0
1605,7881-EVUAD,1.0,23.0,1.0,0.0,0.0,0.0,0.0
1606,1676-MQAOA,0.0,46.747821249768215,0.0,0.0,1.0,0.0,0.0
1607,4877-TSOFF,1.0,55.0,0.0,0.0,0.0,0.0,0.0
1608,8680-CGLTP,1.0,50.0,0.0,0.0,0.0,0.0,0.0
1609,3865-QBWSJ,1.0,53.0,0.0,0.0,1.0,0.0,0.0
1610,7963-GQRMY,1.0,44.0,0.0,0.0,1.0,1.0,0.0
1611,7957-RYHQD,1.0,20.0,1.0,0.0,0.0,0.0,0.0
1612,0023-HGHWL,0.0,58.0,0.0,0.0,1.0,1.0,0.0
1613,4146-SVFUD,1.0,23.0,1.0,0.0,0.0,0.0,0.0
1614,3334-CTHOL,1.0,46.64687102273605,0.0,0.0,1.0,0.0,0.0
1615,5384-ZTTWP,1.0,47.0,0.0,0.0,1.0,1.0,1.0
1616,1167-OYZJF,0.0,63.0,0.0,0.0,1.0,0.0,0.0
1617,7878-RTCZG,1.0,63.0,0.0,0.0,1.0,0.0,0.0
1618,2439-QKJUL,1.0,54.0,0.0,0.0,1.0,1.0,0.0
1619,7854-FOKSF,1.0,23.0,1.0,0.0,0.0,0.0,0.0
1620,2400-XIWIO,1.0,38.0,0.0,0.0,1.0,0.0,0.0
1621,5186-PEIZU,1.0,46.64687102273605,0.0,0.0,1.0,0.0,0.0
1622,1459-QNFQT,0.0,25.0,1.0,0.0,0.0,0.0,0.0
1623,8838-GPHZP,0.0,23.0,1.0,0.0,0.0,0.0,0.0
1624,6922-NCEDI,1.0,59.0,0.0,0.0,0.0,0.0,0.0
1625,6212-ATMLK,1.0,62.0,0.0,0.0,1.0,0.0,0.0
1626,7356-AYNJP,1.0,45.0,0.0,0.0,0.0,0.0,0.0
1627,2987-BJXIK,0.0,24.461406518010293,1.0,0.0,0.0,0.0,0.0
1628,6655-LHBYW,1.0,34.0,0.0,0.0,0.0,0.0,0.0
1629,4912-PIGUY,1.0,61.0,0.0,0.0,0.0,0.0,0.0
1630,7760-OYPDY,0.0,57.0,0.0,0.0,1.0,1.0,0.0
1631,0902-RFHOF,0.0,50.0,0.0,0.0,0.0,0.0,2.0
1632,6061-PQHMK,1.0,25.0,1.0,0.0,0.0,0.0,0.0
1633,5760-IFJOZ,0.0,43.0,0.0,0.0,0.0,0.0,0.0
1634,2851-STERV,1.0,30.0,0.0,0.0,0.0,0.0,0.0
1635,8331-ZXFOE,0.0,19.0,1.0,0.0,0.0,0.0,0.0
1636,5908-QMGOE,1.0,34.0,0.0,0.0,0.0,0.0,0.0
