,Customer ID,Gender,Age,Under_30,Senior_Citizen,Married,Dependents,Number_of_Dependents,Latitude,Longitude,Satisfaction Score,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Total Extra Data Charges,Total Revenue,Churn Category
1631,2188-SXWVT,0.0,40.0,0.0,0.0,1.0,1.0,2.0,35.746484,-121.223355,4.0,3.0,0.0,0.0,37.0,3.0,1.0,1.0,1.0,2.0,19.0,0.0,0.0,1.0,0.0,,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3044.441077322455,0.0
1632,8069-YQQAJ,1.0,40.0,0.0,1.0,0.0,0.0,0.0,35.746484,-121.223355,4.0,3.0,0.0,0.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,790.7,0.0
1633,7527-QNRUS,1.0,42.0,0.0,1.0,0.0,0.0,0.0,33.345825,-115.596574,3.0,3.0,0.0,0.0,44.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3044.441077322455,0.0
1634,9801-NOSHQ,0.0,55.0,0.0,0.0,0.0,0.0,0.0,36.523619,-119.386868,1.0,3.0,0.0,0.0,32.0,0.0,1.0,1.0,1.0,2.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1773.05,1.0
1635,8540-ZQGEA,0.0,44.0,0.0,0.0,1.0,0.0,0.0,36.523619,-119.386868,5.0,3.0,1.0,6.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1343.44,0.0
1636,0829-DDVLK,0.0,48.0,0.0,0.0,0.0,0.0,0.0,37.639215,-122.037554,3.0,3.0,0.0,0.0,71.0,1.0,1.0,0.0,1.0,0.0,28.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,6842.3,0.0
1637,7542-CYDDM,0.0,48.0,0.0,0.0,0.0,0.0,0.0,37.639215,-122.037554,4.0,3.0,1.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3225.32,0.0
1638,9172-ANCRX,0.0,48.0,0.0,0.0,0.0,0.0,0.0,37.797526,-119.7549407277953,3.0,3.0,1.0,2.0,72.0,1.0,1.0,1.0,1.0,2.0,24.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,120.0,11795.78,0.0
1639,5249-QYHEX,1.0,47.0,0.0,1.0,0.0,0.0,0.0,33.174725,-116.743329,3.0,3.0,0.0,0.0,39.0,0.0,1.0,0.0,1.0,2.0,29.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4589.82,0.0
1640,0442-ZXKVS,1.0,23.0,1.0,1.0,0.0,0.0,0.0,36.995162,-120.955099,3.0,3.0,0.0,0.0,32.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,443.98,0.0
1641,2725-TTRIQ,1.0,26.0,1.0,1.0,0.0,0.0,0.0,36.303666,-119.825657,5.0,3.0,0.0,0.0,40.0,2.0,1.0,0.0,1.0,1.0,73.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3472.5,0.0
1642,3635-QQRQD,1.0,43.0,0.0,1.0,0.0,1.0,2.0,33.806708,-117.02007,3.0,3.0,0.0,0.0,54.0,0.0,1.0,1.0,1.0,3.0,16.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3454.4500000000003,5.0
1643,1866-ZSLJM,0.0,24.0,1.0,0.0,1.0,0.0,0.0,40.7666,-123.80458,3.0,3.0,1.0,4.0,12.0,4.0,1.0,0.0,1.0,1.0,51.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,978.38,0.0
1644,3866-MDTUB,1.0,44.0,0.0,1.0,0.0,0.0,0.0,32.898613,-117.202937,1.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3044.441077322455,1.0
1645,1905-OEILC,1.0,63.0,0.0,1.0,1.0,1.0,1.0,34.097863,-116.594561,1.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,21.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3044.441077322455,0.0
1646,9367-WXLCH,0.0,62.0,0.0,0.0,1.0,1.0,2.0,39.094102,-123.500853,4.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,21.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3044.441077322455,0.0
1647,7134-MJPDY,0.0,73.0,0.0,0.0,0.0,0.0,0.0,38.544002,-121.685559,1.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,1.0,1.0,21.0,0.0,1.0,1.0,0.0,,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3044.441077322455,1.0
1648,1448-CYWKC,1.0,40.0,0.0,1.0,1.0,1.0,2.0,38.544002,-121.685559,1.0,3.0,1.0,9.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2063.92,0.0
1649,0674-GCDXG,0.0,48.0,0.0,0.0,0.0,0.0,0.0,34.457829,-116.139589,1.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,321.75,4.0
1650,2758-RNWXS,0.0,48.0,0.0,0.0,0.0,0.0,0.0,34.201108,-116.593456,3.0,3.0,0.0,0.0,3.0,5.0,1.0,1.0,1.0,2.0,13.0,0.0,0.0,0.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,321.75,0.0
1651,4480-MBMLB,0.0,52.0,0.0,0.0,0.0,0.0,0.0,38.631489,-120.015167,3.0,3.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.2,0.0
1652,4317-VTEOA,1.0,37.0,1.0,1.0,1.0,0.0,0.0,33.781086,-118.199049,5.0,3.0,1.0,3.0,22.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1477.2200000000005,0.0
1653,3796-ENZGF,0.0,46.0,0.0,0.0,1.0,1.0,1.0,34.109775,-117.378904,3.0,3.0,1.0,5.0,72.0,1.0,1.0,1.0,1.0,1.0,20.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8008.18,0.0
1654,9851-QXEEQ,1.0,59.0,0.0,1.0,1.0,1.0,1.0,33.723579,-118.005441,3.0,3.0,1.0,1.0,34.0,3.0,1.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2767.56,0.0
1655,7153-CHRBV,1.0,46.0,0.0,1.0,1.0,1.0,1.0,37.939768,-120.188002,3.0,3.0,1.0,7.0,47.0,0.0,1.0,1.0,1.0,3.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4068.68,0.0
1656,1704-NRWYE,1.0,46.0,0.0,1.0,0.0,0.0,0.0,33.990646,-117.663025,3.0,3.0,0.0,0.0,32.0,5.0,1.0,0.0,1.0,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,419.0,0.0
1657,0129-QMPDR,1.0,44.0,0.0,1.0,0.0,0.0,0.0,33.990646,-117.663025,1.0,3.0,0.0,0.0,12.0,4.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3044.441077322455,2.0
1658,9950-MTGYX,0.0,49.0,0.0,0.0,1.0,0.0,0.0,33.946982,-116.977672,3.0,3.0,1.0,1.0,41.0,0.0,1.0,0.0,1.0,1.0,28.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,4041.42,5.0
1659,1564-HJUVY,0.0,24.0,1.0,0.0,1.0,0.0,3.0,33.923573,-118.200669,3.0,3.0,1.0,8.0,58.0,0.0,1.0,1.0,1.0,3.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,5537.67,0.0
1660,2634-HCZGT,1.0,46.0,1.0,1.0,1.0,1.0,1.0,37.999406,-121.686241,5.0,3.0,1.0,0.0,40.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1727.35,0.0
1661,0230-UBYPQ,1.0,42.0,0.0,1.0,0.0,0.0,0.0,33.28156,-115.955541,3.0,3.0,1.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2674.99,0.0
1662,7096-UCLNH,0.0,19.0,1.0,0.0,0.0,0.0,0.0,35.861928,-118.636698,1.0,3.0,1.0,0.0,39.0,0.0,1.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2674.99,1.0
1663,2657-ALMWY,0.0,30.0,0.0,0.0,0.0,0.0,0.0,37.378541,-119.7549407277953,5.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,1.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,50.0,1254.64,0.0
1664,5642-MHDQT,0.0,30.0,0.0,0.0,0.0,0.0,0.0,32.805518,-117.169052,3.0,3.0,0.0,0.0,18.0,0.0,1.0,0.0,1.0,1.0,69.0,0.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,50.0,1254.64,0.0
1665,1571-SAVHK,1.0,49.0,0.0,1.0,1.0,1.0,1.0,33.752591,-117.993661,4.0,3.0,1.0,3.0,59.0,0.0,1.0,1.0,1.0,2.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,8286.060000000001,0.0
1666,9350-VLHMB,1.0,64.0,0.0,1.0,1.0,1.0,1.0,36.19204239161876,-118.164432,3.0,3.0,1.0,10.0,42.0,2.0,1.0,1.0,1.0,3.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3758.440000000001,0.0
1667,9770-KXGQU,0.0,30.0,0.0,0.0,1.0,0.0,0.0,33.760458,-118.129725,3.0,3.0,0.0,0.0,52.0,0.0,1.0,0.0,1.0,1.0,59.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3530.94,0.0
1668,2040-VZIKE,0.0,74.0,0.0,0.0,0.0,0.0,0.0,36.19204239161876,-119.7549407277953,4.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,2.0,24.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1582.39,0.0
1669,0628-CNQRM,1.0,39.0,0.0,1.0,1.0,0.0,0.0,34.459322,-117.629729,3.0,3.0,1.0,10.0,51.0,2.0,1.0,1.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4410.74,0.0
1670,4194-FJARJ,0.0,54.0,0.0,0.0,0.0,0.0,0.0,36.902954,-120.194274,3.0,3.0,0.0,0.0,59.0,2.0,1.0,1.0,1.0,2.0,20.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,30.0,3044.441077322455,0.0
1671,9970-QBCDA,0.0,31.0,0.0,0.0,1.0,0.0,0.0,33.807882,-118.347957,3.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,102.57,0.0
1672,2088-IEBAU,0.0,31.0,0.0,0.0,1.0,0.0,0.0,38.574856,-121.46504,5.0,3.0,1.0,1.0,32.0,0.0,1.0,1.0,1.0,2.0,16.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,6976.650000000001,0.0
1673,3404-JNXAX,0.0,31.0,0.0,0.0,1.0,0.0,0.0,37.527497,-122.230941,5.0,3.0,0.0,0.0,53.0,2.0,1.0,1.0,1.0,2.0,19.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,6367.01,0.0
1674,6267-DCFFZ,0.0,43.0,0.0,0.0,1.0,0.0,2.0,37.768881,-122.395521,3.0,3.0,1.0,4.0,71.0,1.0,1.0,1.0,1.0,2.0,17.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,8178.48,0.0
1675,6563-VNPMN,0.0,47.0,0.0,0.0,1.0,0.0,0.0,38.626128,-121.328011,3.0,3.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0,2.0,23.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1867.36,1.0
1676,9127-FHJBZ,1.0,46.0,0.0,1.0,0.0,1.0,1.0,32.886925,-117.152162,3.0,3.0,1.0,4.0,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,65.67,1.0
1677,6585-WCEWR,1.0,28.0,1.0,1.0,1.0,0.0,0.0,37.306612,-122.080621,3.0,3.0,1.0,1.0,55.0,2.0,1.0,0.0,1.0,1.0,48.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,60.0,3590.4,1.0
1678,9365-CSLBQ,1.0,46.0,1.0,1.0,0.0,0.0,0.0,37.720498,-122.443119,5.0,3.0,0.0,0.0,7.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,468.86,1.0
1679,2882-WDTBA,0.0,74.0,0.0,0.0,0.0,1.0,1.0,37.773147,-122.411287,5.0,3.0,1.0,9.0,61.0,2.0,1.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,6362.960000000001,1.0
1680,6231-WFGFH,1.0,47.0,0.0,1.0,0.0,0.0,0.0,38.224869,-119.7549407277953,1.0,3.0,0.0,0.0,43.0,2.0,1.0,1.0,1.0,2.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5478.4400000000005,4.0
1681,1402-PTHGN,1.0,47.0,0.0,1.0,0.0,0.0,0.0,37.350284,-121.852855,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,123.32,1.0
1682,5609-IMCGG,1.0,47.0,0.0,1.0,0.0,0.0,0.0,36.414611,-121.6386,3.0,3.0,1.0,10.0,66.0,0.0,1.0,1.0,1.0,0.0,20.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8365.68,0.0
1683,4423-YLHDV,1.0,36.0,0.0,1.0,0.0,0.0,0.0,36.414611,-121.6386,5.0,3.0,0.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,305.28000000000003,0.0
1684,2619-WFQWU,1.0,24.0,0.0,1.0,0.0,0.0,0.0,33.21846,-117.116916,3.0,3.0,0.0,0.0,32.0,0.0,1.0,0.0,1.0,1.0,51.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,963.12,0.0
1685,7021-XSNYE,0.0,46.0,0.0,0.0,0.0,0.0,0.0,32.886925,-117.152162,1.0,3.0,0.0,0.0,26.0,3.0,1.0,1.0,1.0,2.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2513.99,5.0
1686,7912-SYRQT,0.0,46.0,0.0,0.0,1.0,0.0,3.0,34.031529,-118.491156,2.0,3.0,1.0,4.0,68.0,1.0,1.0,0.0,1.0,2.0,47.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8617.57,1.0
1687,2239-CGBUZ,0.0,50.0,0.0,0.0,1.0,0.0,0.0,34.031529,-118.491156,3.0,3.0,1.0,4.0,68.0,1.0,1.0,0.0,1.0,2.0,47.0,0.0,1.0,1.0,1.0,,1.0,1.0,1.0,0.0,1.0,0.0,0.0,8617.57,0.0
1688,8566-YPRGL,0.0,41.0,0.0,0.0,1.0,0.0,0.0,34.031529,-118.491156,5.0,3.0,1.0,3.0,61.0,0.0,1.0,1.0,1.0,2.0,29.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8436.78,0.0
1689,3776-EKTKM,1.0,45.0,0.0,1.0,0.0,1.0,0.0,37.74441,-122.486764,5.0,3.0,0.0,0.0,72.0,0.0,0.0,0.0,1.0,3.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,4807.45,0.0
1690,8007-YYPWD,0.0,46.0,1.0,0.0,1.0,1.0,2.0,39.531028,-121.24807,3.0,3.0,1.0,6.0,51.0,0.0,1.0,0.0,1.0,2.0,71.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3044.441077322455,0.0
1691,3470-OBUET,1.0,40.0,0.0,1.0,1.0,1.0,1.0,38.505995,-123.187019,4.0,3.0,1.0,2.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.24,0.0
1692,9978-HYCIN,0.0,35.0,0.0,0.0,0.0,0.0,0.0,34.08111,-117.853935,4.0,3.0,1.0,2.0,32.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,825.24,0.0
1693,6910-HADCM,0.0,57.0,0.0,0.0,1.0,1.0,1.0,36.19204239161876,-117.655583,4.0,3.0,1.0,5.0,3.0,5.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,310.61,0.0
1694,4808-YNLEU,1.0,34.0,0.0,1.0,1.0,0.0,0.0,34.105935,-117.2914,2.0,3.0,1.0,1.0,54.0,0.0,1.0,0.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,8383.06,1.0
1695,6804-GDMOI,0.0,69.0,0.0,0.0,1.0,0.0,0.0,36.19204239161876,-122.275684,3.0,3.0,1.0,2.0,60.0,0.0,1.0,0.0,1.0,2.0,30.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,8145.55,0.0
1696,5921-NGYRH,0.0,57.0,0.0,0.0,0.0,0.0,0.0,37.739113,-119.7549407277953,3.0,3.0,0.0,0.0,12.0,0.0,1.0,1.0,1.0,1.0,22.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1335.0,5.0
1697,9711-FJTBX,0.0,59.0,0.0,0.0,1.0,0.0,0.0,39.381174,-121.21191,3.0,3.0,0.0,0.0,55.0,2.0,1.0,0.0,0.0,2.0,17.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,6647.25,0.0
1698,7856-GANIL,1.0,46.0,1.0,1.0,0.0,0.0,0.0,37.277592,-121.986477,2.0,3.0,0.0,0.0,9.0,5.0,1.0,1.0,1.0,2.0,58.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3044.441077322455,0.0
1699,5850-BDWCY,1.0,46.0,1.0,1.0,0.0,0.0,0.0,36.667794,-121.601306,4.0,3.0,0.0,0.0,9.0,5.0,1.0,1.0,1.0,2.0,58.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3044.441077322455,0.0
1700,2645-QTLMB,1.0,61.0,0.0,1.0,0.0,0.0,0.0,36.667794,-121.601306,5.0,3.0,0.0,0.0,1.0,5.0,1.0,0.0,1.0,1.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,58.580000000000005,0.0
1701,6668-CNMFP,1.0,61.0,0.0,1.0,0.0,0.0,0.0,36.667794,-121.601306,4.0,3.0,1.0,0.0,46.0,0.0,1.0,0.0,1.0,3.0,10.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,5960.05,0.0
1702,6128-AQBMT,1.0,42.0,0.0,1.0,0.0,0.0,0.0,41.950683,-124.097094,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,21.61,3.0
1703,0174-QRVVY,1.0,25.0,1.0,1.0,0.0,0.0,0.0,41.950683,-124.097094,2.0,3.0,0.0,0.0,67.0,0.0,1.0,1.0,1.0,2.0,71.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,10022.26,5.0
1704,2774-LVQUS,1.0,37.0,0.0,1.0,1.0,0.0,0.0,34.238162,-117.534306,3.0,3.0,1.0,6.0,72.0,1.0,1.0,1.0,1.0,2.0,14.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,11564.37,0.0
1705,3195-TQDZX,0.0,45.0,0.0,0.0,1.0,0.0,0.0,37.785033,-120.776141,5.0,3.0,1.0,2.0,30.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1273.8000000000002,0.0
1706,8152-VETUR,0.0,59.0,0.0,0.0,0.0,0.0,0.0,37.785033,-120.776141,4.0,3.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2696.55,0.0
1707,7503-EPSZW,0.0,65.0,0.0,0.0,1.0,0.0,0.0,33.859171,-118.252272,3.0,3.0,1.0,8.0,22.0,0.0,1.0,0.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2431.26,0.0
1708,1221-GHZEP,0.0,46.0,0.0,0.0,0.0,0.0,0.0,32.825086,-117.199424,3.0,3.0,0.0,0.0,23.0,0.0,1.0,1.0,1.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2372.85,0.0
1709,8158-WPEZG,0.0,35.0,0.0,0.0,0.0,0.0,0.0,32.782501,-117.01611,5.0,3.0,0.0,9.0,9.0,5.0,1.0,1.0,1.0,2.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,895.2,0.0
1710,8645-KOMJQ,0.0,45.0,0.0,0.0,1.0,0.0,0.0,38.123544,-121.159078,4.0,3.0,0.0,0.0,48.0,0.0,1.0,1.0,1.0,1.0,15.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4253.04,0.0
1711,3523-QRQLL,0.0,45.0,0.0,0.0,1.0,0.0,0.0,37.666587,-120.411517,4.0,3.0,1.0,4.0,72.0,1.0,1.0,1.0,1.0,2.0,14.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,10881.61,0.0
1712,8819-WFGGJ,1.0,19.0,1.0,1.0,1.0,0.0,0.0,33.873395,-119.7549407277953,4.0,3.0,1.0,9.0,67.0,1.0,1.0,1.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1803.26,0.0
1713,7636-PEPNS,0.0,30.0,0.0,0.0,1.0,0.0,0.0,33.801869,-119.7549407277953,3.0,3.0,1.0,7.0,70.0,1.0,1.0,0.0,1.0,1.0,59.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8711.95,0.0
1714,7153-OANIO,0.0,36.0,0.0,0.0,1.0,0.0,0.0,39.449794,-121.936372,4.0,3.0,1.0,7.0,70.0,1.0,1.0,0.0,1.0,1.0,59.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8711.95,0.0
1715,9173-IVZVP,1.0,60.0,0.0,1.0,1.0,0.0,0.0,37.147198,-121.120161,3.0,3.0,1.0,7.0,70.0,1.0,1.0,0.0,1.0,1.0,59.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,0.0,0.0,8711.95,0.0
1716,1475-VWVDO,1.0,27.0,1.0,1.0,1.0,0.0,0.0,33.970343,-118.171368,4.0,3.0,1.0,2.0,31.0,0.0,1.0,0.0,1.0,2.0,20.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4077.19,0.0
1717,5799-JRCZO,1.0,27.0,1.0,1.0,1.0,0.0,0.0,35.16207,-119.194488,5.0,3.0,0.0,0.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90.52,0.0
1718,7771-CFQRQ,1.0,54.0,0.0,1.0,0.0,0.0,0.0,34.038983,-117.991372,2.0,3.0,0.0,0.0,13.0,4.0,1.0,1.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1286.29,3.0
1719,7956-XQWGU,1.0,54.0,0.0,1.0,0.0,0.0,0.0,37.483535,-119.679414,3.0,3.0,0.0,0.0,13.0,4.0,1.0,1.0,1.0,2.0,26.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1286.29,0.0
1720,8316-BBQAY,0.0,64.0,0.0,0.0,1.0,0.0,0.0,37.483535,-119.679414,4.0,3.0,1.0,1.0,37.0,0.0,1.0,1.0,1.0,1.0,20.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3044.441077322455,0.0
